,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,2.61,3.7,3.69,2.92,2.58,1.92,1.9,2.0,1.46,1.5,1.76,1.45,1.47,,1.7
f_1,3.32,0.41,3.76,4.34,3.85,3.79,1.32,1.54,1.6,1.56,1.79,,1.05,1.62,1.6,1.55
c_1,2.85,3.25,0.41,4.65,4.38,3.87,1.96,0.97,2.29,,1.71,1.84,1.27,1.5,1.37,1.43
d_1,4.02,3.4,3.07,0.4,3.78,3.77,1.91,,1.58,1.86,1.29,1.26,1.55,1.59,1.67,0.89
b_1,5.69,3.85,2.35,2.82,0.37,5.55,1.88,1.39,1.67,1.44,,1.67,1.45,1.8,1.74,1.12
a_1,5.32,2.84,3.69,3.77,2.06,0.31,1.99,1.53,2.02,2.0,1.74,1.77,1.52,,1.16,1.34
h_1,1.71,2.09,1.9,1.49,2.05,1.56,0.25,0.7,1.05,0.71,0.79,0.9,,0.91,,0.81
d_0,1.0,1.51,1.82,,1.78,1.76,0.89,0.3,0.93,0.88,0.68,0.6,0.48,0.61,0.6,0.67
g_1,1.8,2.01,1.72,1.78,2.19,2.02,0.63,0.93,0.24,0.97,0.85,0.98,0.48,,0.92,
c_0,1.95,1.6,,0.91,1.73,1.55,0.78,0.68,0.7,0.28,0.94,0.82,0.57,,0.6,0.58
b_0,1.89,1.56,1.71,1.99,,1.31,1.13,0.64,0.68,0.37,0.26,0.65,0.76,,0.78,0.56
f_0,1.59,,1.52,1.86,1.54,1.77,0.79,0.75,0.68,0.64,0.7,0.25,0.53,,,0.45
h_0,1.33,1.33,1.18,1.15,1.1,1.19,,0.72,0.83,0.51,0.52,0.59,,0.56,0.52,0.47
a_0,1.69,1.83,1.65,1.59,1.48,,0.91,0.63,,,,,0.56,0.21,,0.57
e_0,,1.95,1.5,1.57,1.31,1.79,,0.77,0.92,0.81,0.64,,0.62,,0.21,0.56
g_0,1.14,1.48,1.37,1.52,1.21,1.13,0.52,0.64,,0.58,0.71,0.6,0.44,0.62,0.46,
