,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,e_0,a_0,g_0
f_1,8733.24,1911.43,1503.18,2025.38,3717.02,10776.03,2049783.21,4052009.98,3621308.47,6015963.57,2314264.59,10678032.21,28047788.75,59011900.86,48226300.4,87230411.62
e_1,993.87,9480.02,2115.57,1551.68,3237.03,11699.35,1593831.12,7622368.19,4490905.16,7354236.68,9339975.35,12289550.95,45689264.94,23732918.69,70963401.31,77884522.84
c_1,1029.22,821.59,19484.45,1909.43,7796.69,12585.6,1940943.05,3644346.89,3273699.8,872764.39,8230777.33,9107854.38,36213353.51,42360748.95,67880432.98,131961352.4
d_1,892.64,969.83,1532.26,21968.16,3396.99,10433.68,2144856.65,1044573.34,4373074.92,13997982.6,11162874.95,9477458.47,30083940.21,74362120.1,65447785.66,103236921.8
b_1,1050.7,858.23,1714.13,2183.31,51776.17,22359.71,1614683.2,4320639.46,3552835.5,4797016.61,7949472.78,2850351.42,39434099.62,63272147.92,73104275.87,110847808.08
a_1,1033.12,958.74,2475.33,2120.55,3319.47,203384.42,1560558.06,4854645.88,3372322.46,5500012.49,7194487.18,10167317.44,39021922.44,75539752.29,17203666.19,92809647.43
h_1,2508.33,1357.85,3257.89,3016.0,6429.79,17000.28,13946684.74,6218124.91,10489517.56,14046792.83,10275069.77,18026599.11,25822686.59,95274939.17,114778658.42,226187670.37
d_0,1904.88,1640.51,5776.5,1121.1,6635.02,18006.55,3962156.38,18888680.88,6170348.43,12033907.1,20217113.56,19312347.22,59470281.8,92703206.21,100928175.0,218765597.51
g_1,1679.91,1455.03,2629.69,5549.46,6201.0,20494.2,3256760.86,6168651.71,35137457.42,8536829.19,22333806.83,21990160.07,54138788.1,148355647.23,118948047.85,84889104.55
c_0,1686.58,2036.7,1087.96,4429.84,6391.1,17944.57,3242174.39,6716258.49,8254886.8,34477357.06,15744254.82,42032006.28,55333544.74,172782809.06,146931637.65,144774844.39
f_0,636.3,1415.05,3845.76,4913.11,7804.33,21458.58,3575687.18,6858462.9,6769672.51,14183332.97,48185866.51,22432063.31,62488691.0,309869809.71,103875677.05,231737881.07
b_0,1705.39,1985.35,3895.69,2803.24,2408.92,18132.31,4399326.13,7313167.62,9832081.99,14787583.01,16676130.31,64613098.2,65006426.96,126419141.2,250672940.93,191503831.83
h_0,2311.52,1516.0,2932.48,2952.08,7166.65,21454.06,1718159.44,6591143.01,9503438.43,10794740.55,15842122.58,25226317.03,32501399.69,128849785.2,109519767.82,198419094.76
e_0,1373.42,898.37,3519.2,3298.44,8542.62,21556.31,4271223.15,10533289.18,7962012.27,15469886.26,18284685.28,29082321.22,69734803.92,578322987.44,195568113.4,245796978.81
a_0,1979.98,1304.84,4106.88,3883.24,7367.83,8106.91,4360023.79,8949754.35,6232161.99,12096025.95,11637182.76,25277314.35,69935768.78,161857569.57,574711523.1,207837825.11
g_0,1103.14,1760.08,3245.91,5747.29,8320.46,17769.81,3869183.82,4007563.38,2364315.1,10906969.27,20691751.95,23113238.38,55314688.89,136454267.83,101516677.48,68457261.81
