,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.06,2.47,2.15,2.16,1.97,1.55,0.63,0.8,0.6,0.56,0.6,0.75,0.37,0.63,0.43,0.63
e_1,1.46,1.06,2.44,2.64,2.11,2.0,0.89,0.97,0.83,0.65,0.73,0.73,0.58,0.57,0.93,0.48
d_1,2.53,2.46,1.06,2.22,2.5,1.92,0.85,0.64,1.12,0.76,0.66,0.69,0.53,0.63,0.6,0.33
c_1,2.44,2.04,3.16,1.06,2.8,1.77,1.18,0.96,0.46,1.11,0.69,0.74,0.51,0.57,0.6,0.52
b_1,3.33,2.8,2.49,1.58,1.07,3.53,1.11,0.96,0.85,0.97,1.35,0.72,0.62,0.67,0.75,0.52
a_1,4.24,3.82,4.3,4.32,1.76,1.07,1.25,1.24,1.14,1.22,1.19,0.95,1.13,1.87,0.89,0.67
h_1,6.55,5.93,5.73,5.29,6.06,4.67,1.33,2.27,2.13,1.8,1.51,1.58,1.83,1.36,1.33,1.38
g_1,8.86,7.29,6.27,6.66,7.28,6.27,2.3,1.34,2.04,2.15,2.21,2.28,1.36,2.03,1.45,1.77
d_0,7.61,4.57,9.89,8.1,7.36,5.62,2.53,3.15,1.59,2.01,2.38,2.15,1.9,1.97,1.71,1.76
c_0,9.13,7.91,4.48,11.64,7.07,5.48,2.76,2.49,2.76,1.49,2.19,1.88,1.67,1.95,1.67,1.42
b_0,8.49,7.26,7.13,10.05,10.19,5.88,3.35,2.61,2.11,1.46,1.52,2.15,1.8,2.26,1.85,1.74
f_0,16.28,8.13,7.37,9.16,8.66,6.71,3.72,2.01,2.69,2.71,2.5,1.51,2.09,1.9,2.33,1.24
h_0,11.71,9.2,9.38,11.3,10.7,6.77,4.69,3.41,2.44,3.26,2.59,2.34,3.07,2.42,2.41,2.47
a_0,10.14,10.22,9.66,10.16,12.0,13.03,4.44,3.57,2.88,2.79,1.73,3.0,2.24,1.63,2.47,2.47
e_0,15.58,15.95,10.6,11.63,11.14,9.5,5.11,4.83,3.32,4.09,3.11,2.02,2.29,3.13,1.66,2.36
g_0,12.61,13.54,12.28,14.52,13.63,15.5,4.02,5.61,3.69,3.94,3.59,3.79,2.17,2.9,3.42,3.68
