,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.65,0.75,1.2,1.11,1.08,0.99,0.51,0.5,0.41,0.53,0.43,0.46,0.36,0.35,0.55,0.34
f_1,1.23,0.65,1.15,0.89,1.05,0.94,0.4,0.45,0.39,0.47,0.38,0.46,0.35,0.26,0.33,0.36
c_1,0.91,1.08,0.64,1.32,1.25,1.0,0.57,0.27,0.45,0.48,0.4,0.4,0.34,0.31,0.31,0.31
d_1,1.3,1.39,1.05,0.63,1.02,0.9,0.43,0.56,0.45,0.36,0.36,0.39,0.41,0.31,0.36,0.22
b_1,1.17,1.27,0.74,1.17,0.62,1.31,0.57,0.43,0.51,0.55,0.55,0.43,0.43,0.39,0.34,0.36
a_1,1.5,1.49,1.4,1.58,0.81,0.57,0.62,0.54,0.51,0.67,0.49,0.57,0.71,0.41,0.48,0.37
h_1,1.78,1.94,1.59,1.71,1.51,1.41,0.55,0.64,0.64,0.86,0.63,0.58,0.59,0.6,0.6,0.52
d_0,1.25,1.79,2.25,2.17,1.86,1.78,0.96,0.58,0.65,0.92,0.73,0.64,0.63,0.62,0.66,0.55
c_0,2.05,1.95,2.73,1.25,1.81,1.67,0.83,0.92,0.57,0.82,0.9,0.67,0.75,0.61,0.79,0.51
g_1,1.92,2.1,1.88,1.91,1.97,1.52,0.66,0.73,0.64,0.53,0.63,0.75,0.57,0.45,0.69,0.57
b_0,1.8,1.92,2.51,1.85,2.3,1.74,0.88,0.73,0.47,0.87,0.57,0.62,0.79,0.56,0.73,0.51
f_0,1.7,2.79,2.15,2.06,1.99,1.83,0.95,0.79,0.73,0.63,0.77,0.54,0.73,0.57,0.82,0.43
a_0,2.02,2.41,2.71,2.08,2.53,2.25,1.01,0.88,0.69,1.07,0.52,0.81,0.54,0.7,0.77,0.67
h_0,2.23,2.43,2.46,2.26,2.17,1.79,1.16,0.83,0.8,1.0,0.86,0.82,0.69,0.74,0.68,0.68
e_0,2.43,3.14,2.64,2.71,2.54,1.73,1.05,0.87,0.82,0.92,0.88,0.51,0.78,0.74,0.52,0.65
g_0,2.35,2.47,2.66,2.63,2.38,2.09,0.89,0.98,0.89,1.3,0.89,1.04,0.84,0.6,0.87,0.81
