,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,91.7,16.49,18.37,17.89,26.26,81.37,1569.18,3332.98,5850.02,6123.15,7846.18,,20150.88,20035.3,27430.2,47978.12
e_1,9.33,100.67,13.8,17.43,31.45,80.34,1597.54,2568.06,7074.58,6055.55,7648.23,12388.03,17442.09,23186.53,,38418.67
d_1,8.0,10.36,132.53,21.74,27.81,65.72,1523.3,2670.0,,6752.87,7250.68,6777.87,20474.8,20478.23,24567.83,38726.94
c_1,9.88,10.73,13.37,164.94,31.12,52.38,1543.67,2511.85,3057.57,,6234.86,7423.77,16979.75,16580.87,21577.77,32506.99
b_1,7.97,9.34,10.91,16.48,204.92,107.74,1183.52,3019.05,3293.17,4249.41,,7688.63,14389.31,12225.74,19187.81,26608.42
a_1,5.03,6.81,11.57,12.74,10.55,522.31,882.67,,2569.89,3755.75,3159.62,,9838.96,,,23231.47
h_1,6.34,4.49,8.44,9.18,13.41,35.82,2670.16,1994.3,1811.85,2625.59,3702.8,3546.02,,11646.34,9498.31,27065.7
g_1,3.38,4.18,8.84,7.28,6.44,,583.66,4832.48,1450.64,2017.86,2596.12,4896.2,7246.56,6211.19,11363.48,
d_0,3.6,4.59,,14.33,11.76,30.96,740.02,1271.66,4752.94,1873.59,3208.88,3650.67,7120.78,8997.52,9324.75,14902.16
c_0,3.46,4.49,4.65,,9.95,28.25,688.62,1146.52,2280.92,5412.33,4345.75,3980.95,7318.63,7052.55,8679.81,15443.84
b_0,4.1,3.99,5.13,6.68,,29.73,603.66,1099.69,1636.95,1681.52,7118.5,3142.64,5448.56,11656.93,7995.98,12206.95
f_0,,2.45,6.25,6.74,9.14,,601.07,982.73,1560.27,1760.68,2661.76,8323.05,6201.83,8126.54,14218.65,6985.47
h_0,4.46,4.0,4.82,6.44,7.62,28.34,,1373.34,1794.54,1439.34,2594.28,2517.97,,7061.94,9778.1,15323.49
a_0,3.53,2.88,3.08,4.99,7.39,,332.09,1032.47,1036.97,1387.48,1621.86,1988.49,4623.9,16761.86,,
e_0,2.37,,3.02,4.77,5.61,,449.07,826.19,1146.42,1577.81,1698.4,2014.77,3923.71,,19856.56,10422.97
g_0,2.07,2.95,5.6,5.3,7.99,18.34,295.08,,1099.18,1624.58,1879.69,3802.28,5339.97,,5429.03,
