,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.43,0.86,0.83,0.86,0.85,0.75,0.2,0.29,0.19,0.17,0.2,0.25,0.1,0.16,0.16,0.15
e_1,0.58,0.43,0.95,1.01,0.98,0.87,0.25,0.34,0.2,0.19,0.19,0.25,0.14,0.19,0.25,0.14
d_1,1.03,1.07,0.4,1.07,0.97,0.8,0.24,0.16,0.28,0.17,0.18,0.18,0.12,0.18,0.19,0.09
c_1,1.02,0.79,1.22,0.4,0.89,0.81,0.3,0.27,0.12,0.26,0.2,0.18,0.15,0.2,0.21,0.13
b_1,1.12,1.07,1.15,0.63,0.38,1.02,0.33,0.26,0.2,0.31,0.32,0.22,0.16,0.19,0.18,0.17
a_1,1.51,1.27,1.41,1.24,0.69,0.32,0.43,0.39,0.27,0.28,0.34,0.24,0.19,0.27,0.23,0.19
h_1,1.91,1.64,1.54,1.68,1.75,1.59,0.29,0.45,0.37,0.33,0.37,0.33,0.29,0.33,0.3,0.23
g_1,2.54,2.17,1.82,1.77,1.87,1.69,0.44,0.26,0.41,0.37,0.42,0.36,0.22,0.37,0.39,0.3
d_0,1.87,1.34,2.65,2.04,2.09,1.79,0.59,0.65,0.32,0.45,0.46,0.48,0.35,0.39,0.45,0.31
c_0,2.07,2.08,1.23,3.42,2.12,1.81,0.59,0.52,0.64,0.29,0.44,0.48,0.3,0.45,0.39,0.29
b_0,2.04,2.04,1.54,2.86,2.62,1.99,0.58,0.58,0.56,0.25,0.28,0.37,0.28,0.37,0.36,0.24
f_0,3.49,2.23,2.28,2.22,1.98,1.91,0.6,0.44,0.44,0.48,0.51,0.27,0.33,0.45,0.39,0.19
h_0,2.6,2.44,2.16,2.5,2.28,2.0,0.83,0.67,0.52,0.42,0.52,0.46,0.39,0.44,0.39,0.31
a_0,2.66,2.74,2.24,2.83,2.9,2.21,0.85,0.74,0.58,0.45,0.32,0.49,0.35,0.27,0.41,0.35
e_0,3.34,3.14,2.41,2.67,2.28,2.38,0.7,0.59,0.54,0.58,0.61,0.27,0.36,0.51,0.26,0.31
g_0,3.14,2.75,2.5,3.46,3.05,2.29,0.62,0.83,0.64,0.48,0.59,0.5,0.33,0.47,0.49,0.41
