,f_1,e_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.52,1.49,1.04,0.98,0.77,0.71,1.03,1.06,1.28,1.12,1.07,0.86,1.16,0.99,1.1,0.78
e_1,0.99,1.54,1.24,0.94,1.03,0.83,1.16,1.07,1.78,1.15,1.11,1.13,1.38,1.03,1.22,0.87
c_1,1.06,0.9,1.56,0.98,1.44,0.87,1.22,1.1,0.98,0.85,0.84,1.11,1.23,0.95,1.17,0.95
d_1,1.16,1.09,0.89,1.58,0.89,0.83,1.16,1.1,1.03,1.74,1.32,1.18,1.38,1.07,1.14,1.04
b_1,1.25,0.94,0.99,1.02,1.64,1.35,1.27,1.12,1.15,1.18,1.03,1.11,1.36,0.87,1.28,0.84
a_1,1.33,1.09,1.11,1.04,0.9,1.78,1.35,1.19,1.39,1.2,1.18,1.17,1.6,1.03,1.36,0.87
h_1,1.61,1.25,1.15,1.35,1.05,0.94,1.88,1.42,1.39,1.36,1.46,1.19,1.54,1.18,1.68,1.1
g_1,1.26,1.26,1.2,1.62,1.12,1.02,1.45,1.92,1.42,1.48,1.55,1.76,1.64,1.44,1.42,1.42
d_0,1.26,1.08,1.97,1.1,1.36,0.89,1.51,1.53,1.81,1.07,1.32,1.5,1.68,1.36,1.46,1.36
c_0,1.43,1.4,1.36,1.29,0.96,1.08,1.45,1.47,1.78,1.85,2.29,1.54,1.97,1.78,1.77,1.5
b_0,1.48,1.4,1.42,1.46,0.94,1.07,1.53,1.47,1.49,1.38,1.91,1.44,1.77,2.21,1.66,1.4
f_0,1.41,1.17,1.34,1.48,1.21,0.98,1.64,1.48,1.6,1.67,1.69,1.96,1.98,1.51,1.54,2.25
h_0,1.63,1.32,1.38,1.41,1.24,0.96,1.38,1.77,1.51,1.49,1.53,1.4,1.52,1.38,1.73,1.26
a_0,1.51,1.44,1.49,1.51,1.22,0.81,1.67,1.55,1.43,1.31,1.37,1.61,1.77,1.97,1.59,1.55
g_0,1.49,1.31,1.36,1.82,1.21,1.01,1.51,1.44,1.33,1.51,1.67,2.01,1.78,1.49,1.48,1.64
e_0,1.54,1.19,1.48,1.44,1.54,1.2,1.73,1.58,1.64,1.42,1.87,1.39,2.0,1.4,1.58,2.06
