,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.88,0.11,0.12,0.07,0.05,0.04,0.07,0.16,0.06,0.06,0.07,0.07,0.07,0.04,0.01,0.06
f_1,0.15,0.87,0.1,0.08,0.06,0.06,0.06,0.08,0.06,0.07,0.07,0.02,0.08,0.04,0.03,0.04
c_1,0.09,0.09,0.87,0.09,0.13,0.04,0.06,0.09,0.06,0.01,0.05,0.06,0.09,0.04,0.04,0.04
d_1,0.08,0.08,0.06,0.88,0.09,0.05,0.09,0.02,0.07,0.15,0.07,0.07,0.09,0.05,0.04,0.06
b_1,0.09,0.07,0.09,0.09,0.87,0.11,0.05,0.08,0.05,0.07,0.01,0.07,0.08,0.04,0.05,0.05
a_1,0.12,0.09,0.08,0.08,0.06,0.87,0.07,0.07,0.05,0.07,0.09,0.06,0.09,0.01,0.05,0.07
h_1,0.13,0.24,0.11,0.17,0.11,0.07,0.53,0.14,0.15,0.13,0.11,0.11,0.04,0.08,0.04,0.12
d_0,0.15,0.17,0.29,0.03,0.13,0.08,0.14,0.35,0.09,0.1,0.13,0.11,0.11,0.09,0.09,0.08
g_1,0.14,0.15,0.12,0.23,0.11,0.08,0.1,0.12,0.53,0.14,0.13,0.18,0.12,0.07,0.07,0.05
c_0,0.16,0.18,0.06,0.19,0.12,0.09,0.15,0.13,0.11,0.36,0.27,0.12,0.16,0.08,0.1,0.1
b_0,0.17,0.16,0.16,0.18,0.05,0.08,0.11,0.15,0.11,0.13,0.38,0.13,0.15,0.17,0.11,0.1
f_0,0.13,0.08,0.18,0.17,0.15,0.1,0.14,0.18,0.1,0.12,0.15,0.37,0.15,0.06,0.18,0.14
h_0,0.14,0.22,0.16,0.14,0.12,0.07,0.07,0.15,0.16,0.13,0.13,0.13,0.06,0.09,0.07,0.12
a_0,0.18,0.17,0.17,0.18,0.11,,0.13,0.19,0.08,0.16,0.1,0.11,0.14,0.34,0.09,0.1
e_0,0.04,0.16,0.2,0.17,0.14,0.13,0.15,0.16,0.1,0.11,0.14,0.1,0.15,0.08,0.34,0.14
g_0,0.13,0.12,0.13,0.26,0.14,0.09,0.1,0.11,0.04,0.12,0.13,0.17,0.13,0.08,0.08,0.04
