,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.44,2.55,4.7,4.32,4.1,4.52,1.43,1.02,1.02,1.26,0.77,0.96,0.64,0.85,0.77,3.57
f_1,4.0,0.43,3.59,4.09,4.68,5.63,0.94,0.9,0.87,1.15,0.87,3.03,0.41,1.22,0.93,0.94
d_1,4.46,4.65,0.43,5.92,3.88,3.78,1.12,4.36,0.9,0.86,0.92,0.81,0.63,0.99,0.34,0.72
c_1,4.08,5.08,4.69,0.42,5.0,4.19,1.44,0.5,2.64,1.29,0.95,0.9,0.64,1.05,0.69,0.78
b_1,5.13,5.43,6.03,2.51,0.4,4.66,1.43,1.08,1.17,1.67,2.96,0.89,0.89,0.99,0.66,0.89
a_1,7.38,6.25,6.49,5.81,3.15,0.33,1.62,1.17,1.07,2.59,2.02,1.09,0.88,4.95,0.93,0.88
h_1,5.36,5.21,4.08,5.77,5.33,4.5,0.36,1.14,0.96,1.48,1.11,0.84,1.89,0.97,0.8,1.02
d_0,2.68,6.57,16.22,4.98,6.36,5.77,1.45,0.45,1.18,1.54,1.22,1.05,0.93,1.04,0.91,1.58
c_0,5.9,4.82,2.88,32.1,5.43,5.31,1.73,1.57,0.44,1.79,1.08,1.15,0.65,1.19,0.77,1.05
g_1,5.39,4.99,6.97,5.64,6.63,6.13,1.09,1.02,0.94,0.33,1.0,1.19,0.66,0.85,1.72,0.97
b_0,5.38,5.16,4.36,9.21,21.86,5.01,1.48,1.04,0.6,1.51,0.42,1.22,1.12,1.12,0.83,1.26
f_0,6.58,18.05,5.29,6.16,7.51,5.68,2.16,1.23,1.19,1.07,1.18,0.4,0.87,1.38,0.61,1.22
h_0,6.54,7.36,8.01,6.16,7.96,7.14,5.49,1.52,1.51,2.71,1.15,1.17,2.48,1.11,1.17,1.3
a_0,8.54,6.54,7.05,10.0,7.28,15.94,2.06,1.89,1.14,2.12,0.69,1.43,0.92,0.33,0.93,1.02
g_0,7.27,7.27,7.52,7.91,7.98,7.78,1.81,2.38,1.58,5.25,1.71,1.49,0.84,1.2,3.91,1.3
e_0,30.16,7.86,7.42,5.96,8.95,7.3,2.22,1.54,1.62,1.7,1.62,0.69,1.53,1.19,1.34,0.35
