,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.94,0.39,0.32,0.48,0.4,0.3,0.3,0.24,0.47,0.25,0.23,0.24,0.26,0.18,0.12,0.19
f_1,0.67,0.94,0.35,0.4,0.36,0.21,0.24,0.2,0.27,0.23,0.26,0.14,0.22,0.17,0.13,0.23
d_1,0.52,0.52,0.95,0.3,0.31,0.25,0.32,0.22,0.17,0.46,0.28,0.24,0.27,0.21,0.2,0.18
c_1,0.42,0.46,0.47,0.94,0.59,0.21,0.3,0.23,0.2,0.11,0.22,0.26,0.22,0.19,0.2,0.19
b_1,0.44,0.45,0.51,0.41,0.94,0.47,0.27,0.29,0.26,0.23,0.14,0.24,0.24,0.16,0.2,0.2
a_1,0.49,0.65,0.55,0.5,0.32,0.93,0.37,0.3,0.29,0.34,0.29,0.33,0.34,0.13,0.19,0.26
h_1,0.61,0.93,0.65,0.64,0.58,0.43,0.75,0.49,0.33,0.36,0.37,0.35,0.27,0.3,0.27,0.39
g_1,0.65,0.75,1.0,0.66,0.44,0.39,0.43,0.75,0.36,0.41,0.38,0.54,0.34,0.28,0.34,0.26
d_0,0.58,0.76,0.45,1.12,0.7,0.44,0.56,0.47,0.64,0.35,0.37,0.38,0.38,0.35,0.29,0.32
c_0,0.76,0.91,0.62,0.66,0.57,0.4,0.57,0.42,0.47,0.64,0.68,0.39,0.44,0.4,0.37,0.37
b_0,0.87,0.82,0.71,0.72,0.48,0.41,0.54,0.47,0.48,0.37,0.65,0.34,0.43,0.65,0.28,0.38
f_0,0.69,0.69,0.92,0.69,0.67,0.45,0.54,0.41,0.43,0.49,0.5,0.66,0.49,0.34,0.54,0.34
h_0,0.82,1.09,0.72,0.77,0.77,0.39,0.43,0.59,0.53,0.49,0.42,0.4,0.33,0.28,0.29,0.52
a_0,0.93,0.91,0.89,0.71,0.65,0.44,0.5,0.55,0.45,0.52,0.37,0.39,0.54,0.64,0.36,0.4
e_0,0.67,1.16,0.77,0.75,0.79,0.58,0.63,0.46,0.52,0.55,0.55,0.35,0.57,0.36,0.61,0.36
g_0,0.97,0.74,1.12,0.81,0.71,0.5,0.54,0.42,0.5,0.46,0.47,0.61,0.4,0.41,0.37,0.32
