,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.49,1.11,0.7,0.74,0.69,0.45,0.71,0.85,0.8,0.8,0.79,0.42,0.83,0.67,0.56,0.74
e_1,0.8,1.52,0.63,0.8,0.7,0.63,0.94,1.43,0.78,0.72,1.04,0.88,1.07,0.73,0.63,0.92
d_1,0.83,0.84,1.57,0.63,0.76,0.53,0.8,0.65,1.51,0.7,0.88,0.94,1.0,0.91,0.73,0.83
c_1,0.75,0.71,0.79,1.57,1.15,0.63,0.79,0.7,0.46,0.67,0.65,0.74,0.89,0.75,0.74,0.83
b_1,0.75,0.8,0.65,0.67,1.59,1.13,1.03,0.93,0.87,0.79,0.7,0.93,1.01,0.54,0.72,0.99
a_1,0.95,0.8,0.99,0.82,0.54,1.75,0.95,0.94,0.87,1.07,0.84,0.9,0.96,0.59,0.88,0.83
h_1,1.41,0.8,1.08,0.98,0.78,0.71,1.76,1.08,1.07,1.29,1.12,0.93,0.87,1.03,0.95,1.34
d_0,1.11,0.73,0.72,1.78,0.96,0.83,1.31,1.61,1.04,1.12,1.03,1.16,1.37,1.01,1.01,1.15
c_0,1.22,1.16,0.86,1.07,0.72,0.8,1.2,1.12,1.67,1.14,2.01,1.01,1.37,1.37,1.04,1.21
g_1,0.93,0.99,1.51,1.12,0.91,0.62,0.99,1.15,1.06,1.85,1.24,1.59,1.21,0.84,1.02,0.95
b_0,1.26,0.91,1.15,1.24,0.65,0.79,1.19,1.41,1.06,1.01,1.73,1.01,1.35,1.86,0.97,1.02
f_0,1.04,0.74,1.15,1.21,1.0,0.79,1.45,1.15,1.43,1.01,1.36,1.78,1.4,1.16,1.99,1.28
h_0,1.5,1.03,1.08,1.01,0.94,0.98,0.81,1.1,1.08,1.38,1.19,1.09,1.03,0.82,0.96,1.44
a_0,1.39,1.04,1.1,1.13,1.08,0.52,1.4,1.3,1.28,1.27,1.16,1.13,1.58,1.78,0.95,1.34
e_0,1.3,0.76,1.21,1.2,1.1,0.94,1.53,1.17,1.34,1.12,1.44,0.82,1.48,1.12,1.77,1.47
g_0,1.2,0.9,1.6,1.0,0.81,1.0,1.19,1.04,1.26,0.97,1.58,1.56,1.29,1.09,1.14,1.07
