,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.74,0.62,0.47,0.78,0.59,0.48,2.11,2.48,2.61,4.9,3.07,3.1,3.96,3.22,0.77,4.08
f_1,1.08,5.87,0.57,0.7,0.48,0.4,2.35,1.36,2.02,2.67,3.19,0.65,3.93,3.11,3.18,4.07
d_1,0.48,0.62,6.27,0.42,0.68,0.63,2.02,2.62,5.59,0.78,2.93,2.75,5.8,3.3,3.19,3.52
c_1,0.55,0.6,0.61,6.92,1.14,0.49,1.79,1.83,0.57,2.9,1.84,3.38,3.92,3.29,3.36,4.97
b_1,0.5,0.6,0.69,0.55,7.47,1.16,2.5,1.93,2.63,2.41,0.6,3.83,5.02,1.49,3.06,4.55
a_1,0.67,0.64,0.48,0.51,0.55,10.34,2.75,2.24,3.51,2.81,2.63,2.46,5.19,,3.48,5.45
h_1,1.03,1.45,0.99,0.97,0.81,1.13,14.6,5.54,5.46,4.47,5.16,4.34,1.52,4.87,4.64,8.13
g_1,0.79,0.87,1.81,1.17,0.83,1.07,3.43,17.98,4.8,4.29,4.52,7.58,7.53,3.68,4.64,2.62
c_0,1.21,1.1,1.27,0.43,0.8,1.32,3.61,3.61,13.94,5.18,11.68,5.98,7.32,6.13,6.31,7.65
d_0,1.18,1.2,0.3,1.89,0.98,0.89,4.25,3.24,4.63,14.33,6.94,6.7,7.32,5.29,5.98,7.42
b_0,1.13,1.19,1.23,1.05,0.38,0.97,4.35,4.58,6.04,4.82,15.01,6.76,7.24,11.74,5.43,8.4
f_0,0.86,0.47,1.32,1.24,1.14,1.37,4.39,5.19,5.26,4.81,6.92,15.81,7.91,5.01,9.97,6.75
h_0,1.0,1.48,1.34,1.05,0.8,1.0,1.58,4.74,4.82,3.88,5.05,4.6,2.63,3.1,5.51,9.59
a_0,1.0,1.12,1.24,0.93,1.34,,3.41,3.85,4.69,5.57,5.58,7.03,7.98,21.19,4.55,7.04
e_0,0.41,1.28,1.06,1.42,1.13,1.07,4.64,3.57,5.09,7.42,5.87,6.06,7.34,4.89,23.23,8.15
g_0,0.96,0.77,1.63,1.23,0.98,0.91,3.12,2.12,5.63,4.73,6.58,10.26,5.93,5.46,3.98,2.28
