,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.45,2.45,3.79,5.22,5.11,4.33,1.41,0.94,1.28,0.97,0.88,1.07,0.61,0.92,0.61,4.82
f_1,4.79,0.44,3.91,4.28,4.62,3.48,0.86,0.81,1.29,0.73,0.92,2.62,0.47,0.94,0.8,0.77
d_1,4.4,4.03,0.43,5.1,4.45,5.44,1.3,4.45,0.78,0.99,0.89,1.0,0.6,0.82,0.41,0.82
c_1,4.05,5.2,5.8,0.41,4.64,3.73,1.48,0.48,1.41,3.46,1.04,0.81,0.69,0.97,0.71,0.59
b_1,5.27,5.43,5.31,2.29,0.39,5.42,1.89,1.14,1.44,1.8,4.89,1.19,0.74,1.14,0.73,1.33
a_1,5.74,8.35,7.81,7.78,2.66,0.33,1.34,1.17,3.28,1.21,1.1,1.18,1.04,4.38,0.92,0.92
h_1,4.91,5.35,5.21,4.99,5.68,5.21,0.34,0.99,1.59,0.83,1.0,0.93,1.94,1.17,0.87,1.4
d_0,3.32,5.79,20.38,4.72,5.55,5.68,1.8,0.46,1.71,1.45,1.18,1.11,0.92,1.23,0.98,1.29
g_1,6.99,6.0,3.96,7.07,6.58,7.0,1.25,1.5,0.31,1.2,1.19,1.05,0.59,1.06,2.1,1.33
c_0,5.86,5.89,2.98,13.82,6.24,6.4,1.62,1.62,1.62,0.41,1.26,1.25,0.92,1.11,1.17,1.29
b_0,5.37,5.23,6.02,5.92,16.62,7.62,1.54,1.36,1.58,0.61,0.39,1.08,0.68,0.83,0.84,1.09
f_0,5.1,18.2,5.73,6.91,5.75,5.53,1.73,1.18,1.22,0.92,1.22,0.39,0.79,1.03,0.49,0.89
h_0,6.37,5.81,7.21,6.52,8.94,7.54,5.3,1.32,1.9,1.26,1.32,1.3,2.37,1.0,1.08,1.48
a_0,8.01,8.65,6.06,6.85,7.17,,2.38,1.4,2.17,1.36,0.81,1.2,1.16,0.34,1.18,1.5
g_0,6.22,8.43,7.56,7.95,10.82,7.09,1.45,1.58,4.99,1.19,1.45,1.3,1.0,1.42,2.07,1.49
e_0,21.57,12.26,8.63,7.92,5.22,7.07,1.51,1.54,2.15,1.3,1.34,0.7,1.18,1.37,0.82,0.35
