,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.39,0.46,0.33,0.28,0.3,0.26,0.38,0.65,0.61,0.44,0.53,,0.79,0.64,0.51,0.69
e_1,0.21,2.4,0.26,0.29,0.27,0.3,0.61,1.07,0.6,0.5,0.45,0.58,0.72,0.79,,0.74
d_1,0.28,0.25,2.53,0.3,0.29,0.35,0.44,,1.0,0.57,0.57,0.67,0.77,0.54,0.66,0.63
c_1,0.33,0.27,0.23,2.55,0.46,0.27,0.64,0.56,,0.58,0.47,0.67,0.72,0.64,0.67,0.76
b_1,0.26,0.22,0.31,0.21,2.61,0.53,0.54,0.75,0.7,0.62,,0.37,0.87,0.63,0.51,0.71
a_1,0.26,0.24,0.23,0.22,0.28,3.15,0.76,0.54,0.59,0.67,0.56,0.63,0.89,,,1.13
h_1,0.76,0.51,0.6,0.42,0.61,0.32,3.91,1.07,1.14,1.41,1.31,0.9,,1.04,1.14,2.29
d_0,0.65,0.49,,1.03,0.58,0.51,1.55,3.41,1.02,1.46,1.49,1.45,2.02,1.07,1.32,1.66
c_0,0.69,0.63,0.55,,0.46,0.7,1.36,1.59,3.48,1.07,2.47,1.23,1.6,1.3,1.44,1.52
g_1,0.56,0.46,0.73,0.55,0.44,0.46,0.89,1.13,1.01,4.56,1.01,2.02,1.66,1.26,,
b_0,0.78,0.86,0.64,0.73,,0.64,1.02,1.36,1.22,1.28,3.91,1.37,1.1,2.2,1.33,1.2
f_0,,0.61,0.62,0.65,0.79,0.51,1.26,1.1,1.34,0.77,1.78,4.12,1.97,1.18,,1.69
h_0,0.83,0.96,0.82,0.81,0.73,0.63,,1.48,1.9,1.4,1.98,1.78,,1.23,1.37,2.72
a_0,0.64,0.43,0.5,0.57,0.55,,1.59,1.4,1.59,1.44,1.14,2.18,2.25,4.74,,1.48
e_0,0.64,,0.66,0.64,0.67,,1.42,1.47,1.64,,1.23,,2.26,,5.05,
g_0,0.56,0.71,1.12,0.7,0.74,0.54,1.39,1.6,2.03,,1.85,2.65,1.7,2.09,,
