,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.05,1.18,1.55,1.75,1.75,1.39,0.6,0.64,0.66,0.47,0.52,0.61,0.41,0.38,0.54,0.4
f_1,1.86,1.05,1.65,1.77,1.5,1.19,0.49,0.54,0.68,0.47,0.43,0.54,0.49,0.32,0.39,0.38
d_1,2.1,1.91,1.05,1.74,1.58,1.5,0.73,0.71,0.46,0.58,0.56,0.44,0.5,0.37,0.41,0.28
c_1,1.64,1.9,2.27,1.05,1.95,1.49,0.73,0.35,0.64,0.57,0.46,0.48,0.47,0.41,0.45,0.4
b_1,2.01,2.51,2.34,1.32,1.06,2.07,0.84,0.62,0.76,0.8,0.7,0.55,0.53,0.51,0.55,0.4
a_1,2.9,3.24,3.0,2.79,1.63,1.06,1.31,0.83,1.12,0.93,1.01,0.78,0.84,0.77,0.63,0.7
h_1,4.73,5.38,4.3,4.5,4.39,3.56,1.26,1.42,1.68,1.3,1.18,1.17,1.17,1.23,1.14,1.06
d_0,3.88,5.9,7.35,7.07,5.81,5.43,2.4,1.42,2.3,1.54,1.62,1.52,1.69,1.42,1.69,1.37
g_1,5.34,5.94,6.19,6.43,5.34,4.7,1.98,1.68,1.29,1.68,1.48,1.76,1.86,1.0,1.54,1.44
c_0,6.63,6.82,4.02,9.09,5.64,4.91,2.66,2.45,2.02,1.41,2.0,1.73,1.77,1.34,1.56,1.35
b_0,6.07,7.3,5.56,8.52,7.98,5.03,2.82,1.95,2.28,1.22,1.45,1.67,2.24,1.57,1.57,1.51
f_0,6.01,11.37,7.25,7.13,7.02,5.15,3.02,2.19,1.84,1.95,2.06,1.47,1.81,1.59,2.12,1.14
a_0,8.76,7.95,7.03,8.3,9.31,8.33,3.25,2.44,2.5,1.99,1.36,2.19,1.48,1.81,2.09,1.79
h_0,8.46,8.79,8.5,8.15,7.69,6.93,3.47,2.48,3.09,2.37,2.25,2.16,2.15,2.01,1.77,1.84
e_0,11.06,12.22,7.92,9.15,7.23,7.5,3.19,2.87,2.5,2.75,2.55,1.45,2.19,2.11,1.58,1.69
g_0,8.88,10.64,10.35,8.96,10.27,8.13,2.98,3.21,3.58,2.85,2.73,2.63,2.69,1.72,2.44,2.29
