,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,104.94,71.03,97.33,153.43,165.55,436.3,12728.34,18366.11,24922.83,42300.02,35462.27,47018.58,100636.23,98608.22,132673.71,254735.25
f_1,97.43,110.91,91.24,123.01,143.57,410.53,11353.7,16656.81,22143.65,27267.9,35000.52,32465.48,80867.18,84176.4,106932.26,205469.1
d_1,59.9,73.85,141.68,93.73,122.87,434.06,12536.97,15042.68,33596.33,20477.28,34972.71,37073.09,91592.91,103315.37,138236.62,219811.3
c_1,51.43,62.52,85.82,166.54,204.26,364.92,10333.86,14428.28,15930.58,21350.4,24353.44,32050.0,76455.71,70836.62,128486.45,166837.13
b_1,55.16,62.1,75.77,83.32,200.16,563.97,9941.29,13379.83,19282.1,21638.56,23268.54,31981.69,76437.75,65656.68,120333.81,164143.38
a_1,41.2,40.94,57.46,72.41,70.42,473.7,8454.91,9359.66,15951.67,16849.7,23723.1,24665.29,64219.2,52355.86,93113.7,122721.3
h_1,16.66,20.78,24.58,28.01,32.59,89.55,3986.14,4626.8,5675.77,5880.58,7723.83,10299.76,18703.59,21243.85,31438.57,60113.56
g_1,13.1,14.49,25.89,24.45,30.11,96.93,2577.08,4994.0,5665.5,5446.12,7511.51,12047.96,18127.09,20007.61,35232.66,40234.38
c_0,13.33,15.7,18.41,22.8,25.7,71.9,2728.78,3241.15,5984.62,5677.38,10281.22,8458.9,19430.88,23936.13,31839.55,47852.82
d_0,11.24,14.52,16.28,34.49,32.19,73.99,2479.59,2990.88,3525.64,6130.24,5908.78,7572.17,16960.07,15198.89,27550.17,40053.63
b_0,12.29,13.5,19.1,22.02,23.93,54.9,2488.78,3068.24,3887.22,4481.34,7834.12,6985.16,18262.93,27125.24,23408.16,41339.08
f_0,9.53,12.77,17.23,21.98,24.7,70.81,2258.24,2579.37,4201.81,4775.66,6486.45,8756.97,16416.77,16521.74,42865.84,36073.17
h_0,9.43,12.45,13.54,15.33,18.09,46.42,1573.85,2765.29,3069.31,3780.62,4596.08,5342.7,11672.13,14681.6,19886.69,34629.48
a_0,8.21,10.13,12.3,16.3,18.14,46.29,1782.19,2323.51,3160.76,3794.01,3950.06,5424.27,11928.66,16342.39,20871.71,28738.73
e_0,6.9,9.66,12.0,13.73,16.65,45.73,1703.81,1873.82,2698.4,2758.84,4199.71,3603.8,10484.1,9254.25,22155.97,25037.79
g_0,6.15,7.08,12.77,12.7,15.29,44.67,1220.43,1831.81,2532.85,2466.43,3848.27,5262.26,8555.86,10417.04,15549.25,21356.97
