,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.46,0.79,0.86,0.85,0.85,0.28,0.24,0.18,0.16,0.17,0.18,0.14,0.17,0.35,0.12
f_1,0.74,0.17,0.65,0.87,0.77,0.73,0.16,0.28,0.17,0.15,0.14,0.38,0.07,0.14,0.19,0.11
d_1,0.85,0.84,0.15,0.78,0.79,0.71,0.19,0.14,0.35,0.14,0.16,0.13,0.12,0.15,0.13,0.07
c_1,0.66,0.76,1.11,0.15,0.7,0.84,0.2,0.25,0.09,0.31,0.16,0.13,0.12,0.14,0.12,0.15
b_1,0.81,0.89,0.85,0.39,0.14,0.81,0.26,0.27,0.19,0.21,0.39,0.16,0.12,0.18,0.17,0.1
a_1,0.78,1.06,0.75,0.81,0.42,0.09,0.27,0.19,0.19,0.18,0.23,0.16,0.11,0.81,0.17,0.13
h_1,0.6,0.8,0.5,0.71,0.6,0.53,0.06,0.21,0.13,0.11,0.13,0.12,0.14,0.11,0.08,0.09
g_1,0.73,0.71,0.53,0.7,0.6,0.53,0.15,0.05,0.17,0.12,0.12,0.12,0.07,0.14,0.09,0.13
d_0,0.32,0.66,1.15,0.67,0.68,0.59,0.21,0.23,0.06,0.12,0.14,0.12,0.09,0.12,0.15,0.11
c_0,0.74,0.73,0.33,1.29,0.64,0.52,0.18,0.17,0.17,0.06,0.13,0.14,0.09,0.11,0.14,0.1
b_0,0.53,0.58,0.51,0.93,1.7,0.57,0.18,0.15,0.14,0.06,0.05,0.09,0.11,0.13,0.13,0.1
f_0,0.57,1.15,0.59,0.71,0.66,0.42,0.21,0.11,0.1,0.1,0.11,0.05,0.09,0.16,0.12,0.07
h_0,0.54,0.59,0.58,0.65,0.6,0.58,0.26,0.18,0.13,0.14,0.11,0.11,0.15,0.11,0.12,0.09
a_0,0.56,0.6,0.55,0.69,0.68,0.99,0.21,0.19,0.14,0.12,0.06,0.13,0.09,0.04,0.12,0.09
e_0,1.07,0.76,0.59,0.52,0.6,0.48,0.18,0.18,0.12,0.12,0.12,0.05,0.1,0.14,0.04,0.09
g_0,0.61,0.61,0.58,0.6,0.66,0.62,0.12,0.25,0.12,0.12,0.12,0.11,0.07,0.12,0.12,0.13
