,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,2.38,1.7,0.97,1.11,1.05,1.05,1.96,2.19,2.14,2.47,2.5,1.5,2.42,2.84,1.81,2.73
e_1,1.11,2.45,1.11,1.34,1.03,1.07,2.17,2.51,2.51,4.02,2.73,2.62,2.72,3.17,1.84,2.96
d_1,1.26,1.09,2.48,1.21,0.98,1.11,2.11,1.95,3.7,1.57,2.64,2.39,2.46,2.88,2.61,2.92
c_1,1.16,0.93,1.01,2.61,2.04,1.0,2.2,2.04,1.43,1.84,2.13,2.44,2.46,3.07,2.43,3.43
b_1,1.15,1.11,1.29,0.87,2.75,1.82,2.49,2.23,2.62,2.32,1.76,2.86,2.28,2.97,2.82,2.73
a_1,1.11,1.06,1.34,1.32,1.01,3.36,2.31,1.92,2.29,2.35,2.35,2.37,2.07,3.11,2.92,3.92
h_1,1.52,1.23,1.26,1.26,1.12,1.17,3.9,2.78,2.34,2.56,2.79,2.81,2.81,3.14,2.54,4.2
g_1,1.03,1.11,1.7,1.26,1.09,1.34,2.21,4.42,3.04,2.71,2.72,3.76,2.71,3.27,3.45,2.32
c_0,1.52,1.24,1.14,0.88,1.1,1.29,2.49,2.25,4.01,3.15,4.59,2.9,3.3,3.53,3.01,3.59
d_0,1.26,1.01,1.0,2.09,1.16,1.32,2.44,2.54,2.04,4.02,2.57,3.05,2.85,3.3,2.98,3.1
b_0,1.29,1.18,1.32,1.45,0.92,0.93,2.73,2.56,2.29,3.23,4.29,2.91,4.69,4.2,3.32,3.77
f_0,1.18,1.13,1.5,1.29,1.19,1.27,2.57,2.15,2.55,2.45,2.98,4.36,2.79,3.77,4.64,3.15
a_0,1.29,1.29,1.39,1.48,1.18,0.57,2.62,2.71,2.78,2.77,2.08,2.84,4.72,4.22,3.31,3.44
h_0,1.54,1.14,1.44,1.34,1.22,1.15,1.48,2.93,2.71,2.75,2.19,2.75,2.41,2.42,2.59,3.99
e_0,1.66,0.84,1.37,1.33,1.32,0.9,2.79,2.03,2.81,2.55,2.63,2.48,2.6,4.12,5.12,3.45
g_0,1.21,1.11,1.74,1.21,1.44,1.17,2.14,1.67,2.75,2.6,2.61,3.94,3.06,3.08,2.88,2.42
