,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,0.9,1.09,0.79,0.69,0.63,0.67,0.66,0.57,0.64,0.53,0.53,0.52,0.38,0.64
e_1,0.8,1.0,0.94,1.15,1.01,0.84,0.64,0.71,0.84,0.6,0.7,0.74,0.63,0.71,0.71,0.49
d_1,1.11,1.06,1.0,0.92,0.9,0.84,0.75,0.55,0.74,0.82,0.67,0.58,0.56,0.53,0.6,0.44
c_1,0.93,0.86,1.08,1.0,1.46,0.83,0.75,0.61,0.52,0.52,0.46,0.61,0.55,0.45,0.49,0.57
b_1,1.27,0.99,1.11,0.68,1.0,1.39,0.77,0.84,0.67,0.81,0.62,0.63,0.68,0.64,0.63,0.66
a_1,1.43,1.21,1.21,1.22,0.72,1.0,1.02,0.9,0.8,0.82,0.93,0.61,0.77,0.86,0.62,0.69
h_1,1.64,1.47,1.37,1.31,1.3,1.0,1.0,1.1,0.98,0.72,0.83,0.79,0.94,0.83,0.76,1.02
g_1,1.46,1.46,1.83,1.61,1.24,1.14,0.88,1.0,0.85,0.87,0.9,1.27,0.82,0.75,0.99,0.66
d_0,1.54,1.16,1.21,1.98,1.58,1.18,1.06,1.22,1.0,0.83,0.88,0.95,0.93,0.85,0.89,0.94
c_0,1.85,1.62,1.13,1.94,1.25,1.18,1.34,1.13,1.2,1.0,1.36,0.92,1.04,1.02,1.06,0.96
b_0,1.56,1.47,1.49,2.11,1.63,1.07,1.19,1.07,1.16,0.77,1.0,1.08,1.05,1.32,0.94,0.89
f_0,1.85,1.37,1.58,1.54,1.58,1.67,1.23,0.78,1.11,1.06,1.02,1.0,0.95,0.88,1.58,0.79
h_0,1.98,1.55,1.8,1.73,1.44,1.39,1.11,1.24,1.12,0.92,0.99,1.03,1.0,0.89,0.92,1.12
a_0,1.93,1.5,1.92,2.04,1.53,1.2,1.18,1.32,1.2,1.07,0.74,1.1,1.1,1.0,0.93,0.88
e_0,2.76,1.44,1.78,1.94,1.52,1.52,1.38,0.94,1.2,0.94,1.12,0.68,1.05,1.01,1.0,0.96
g_0,1.65,1.98,2.22,1.76,1.48,1.52,1.01,1.53,1.09,1.11,1.1,1.38,0.87,1.06,1.06,1.0
