,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.85,1.57,1.33,1.33,1.21,0.61,0.66,0.66,0.51,0.43,0.58,0.38,0.41,0.71,0.37
f_1,1.38,0.66,1.39,1.08,1.31,1.13,0.4,0.47,0.57,0.42,0.45,0.54,0.29,0.42,0.38,0.49
c_1,1.12,1.38,0.64,1.65,1.38,1.25,0.65,0.32,0.66,0.68,0.49,0.48,0.39,0.4,0.43,0.44
d_1,1.46,1.67,1.36,0.63,1.23,1.06,0.65,0.84,0.42,0.53,0.48,0.48,0.43,0.5,0.47,0.25
b_1,1.56,1.47,0.9,1.53,0.62,1.73,0.66,0.48,0.59,0.72,0.81,0.51,0.48,0.55,0.43,0.37
a_1,1.65,1.93,1.43,1.76,0.91,0.58,0.85,0.67,0.91,0.64,0.64,0.53,0.52,0.79,0.55,0.5
h_1,1.88,2.4,2.01,1.81,2.19,1.67,0.57,0.72,0.88,0.7,0.61,0.79,0.84,0.72,0.64,0.6
d_0,1.33,2.23,2.39,2.87,2.35,2.01,1.04,0.61,0.87,0.91,0.83,0.77,0.76,0.73,0.84,0.69
g_1,1.99,2.22,1.83,2.29,2.29,1.71,0.9,0.95,0.55,0.85,0.77,0.87,0.54,0.79,0.75,0.68
c_0,2.27,2.59,3.12,1.35,2.26,1.79,0.98,1.03,0.85,0.59,0.97,0.8,0.76,0.76,0.76,0.64
b_0,2.38,2.57,2.93,2.0,3.07,1.76,1.14,0.9,0.9,0.5,0.59,0.74,0.57,0.96,0.66,0.74
f_0,2.05,3.73,2.39,2.2,2.27,2.32,0.97,0.81,0.76,0.81,0.78,0.57,0.7,0.75,0.87,0.44
h_0,2.59,2.8,2.65,2.19,2.17,2.19,1.36,0.92,1.2,0.83,1.01,0.9,0.93,0.73,0.78,0.69
a_0,3.03,2.61,3.09,2.13,3.22,2.71,0.99,1.06,1.16,0.87,0.58,0.82,0.8,0.57,0.87,0.84
e_0,3.08,3.52,2.96,2.57,3.15,2.82,1.21,0.89,0.98,0.94,0.98,0.56,0.85,0.76,0.55,0.7
g_0,2.82,2.44,2.7,3.17,3.01,2.63,1.14,1.06,1.63,1.0,0.91,1.26,0.71,0.98,0.98,0.95
