,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.42,4.42,3.98,4.7,3.74,2.98,1.51,1.94,1.38,1.46,1.37,,1.03,1.78,1.71,1.6
e_1,2.43,0.41,3.34,2.96,4.1,3.35,2.64,2.03,1.59,1.59,1.97,1.62,1.39,1.67,,1.48
d_1,3.34,4.31,0.41,3.41,3.68,4.01,2.07,1.46,,1.84,1.5,2.2,1.22,1.51,1.4,0.85
c_1,3.14,4.1,3.62,0.38,3.93,4.54,1.94,1.84,0.96,,1.56,2.1,1.16,1.91,1.32,1.81
b_1,3.74,3.94,3.56,2.23,0.36,3.66,1.89,1.92,1.86,1.75,,1.74,1.52,1.31,1.77,
a_1,3.27,3.81,3.63,3.53,2.4,0.31,2.4,2.62,1.5,2.37,2.38,,1.49,,1.69,1.1
h_1,1.72,1.44,1.53,2.27,1.96,1.54,0.27,1.0,0.78,0.82,0.83,0.78,,0.82,0.89,1.05
g_1,1.81,1.88,2.44,2.0,2.02,1.26,0.9,0.24,0.87,1.13,0.73,0.75,0.53,0.84,0.96,
d_0,2.32,1.17,,1.92,1.37,2.11,0.74,0.91,0.29,0.55,0.66,0.61,0.66,0.65,0.87,0.63
c_0,1.97,1.48,1.01,,1.32,1.4,0.73,0.75,1.24,0.3,0.83,0.76,0.71,0.57,0.73,0.52
b_0,1.86,1.47,1.98,1.51,,1.54,0.85,0.92,0.75,0.49,0.27,0.79,0.67,1.01,0.63,0.48
f_0,,1.67,1.33,1.45,1.36,,0.8,0.62,0.8,0.65,0.76,0.26,0.61,0.7,0.83,0.52
h_0,1.3,1.39,1.32,1.56,1.18,1.41,,0.86,0.54,0.47,0.48,0.64,,0.59,0.38,0.59
a_0,1.55,1.52,2.16,1.67,2.26,,1.06,0.68,0.78,0.95,0.5,0.63,0.59,0.22,0.71,0.47
e_0,2.06,,1.66,1.78,1.39,1.69,0.71,0.73,0.63,0.56,0.92,0.44,0.78,0.66,0.23,0.71
g_0,1.22,1.37,1.51,1.01,,1.52,0.49,,0.68,0.65,0.71,0.53,0.33,0.69,0.54,
