,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.42,1.51,1.38,1.14,1.28,1.11,0.54,0.67,0.54,0.59,0.53,1.01,0.39,0.53,0.56,0.57
e_1,0.82,0.42,1.33,1.19,1.53,1.22,0.82,0.81,0.83,0.65,0.6,0.76,0.54,0.56,1.36,0.54
d_1,1.32,1.3,0.4,1.55,1.38,1.43,0.64,0.45,1.28,0.62,0.56,0.5,0.42,0.51,0.62,0.35
c_1,1.24,1.44,1.35,0.39,1.55,0.97,0.8,0.67,0.33,0.94,0.56,0.51,0.44,0.59,0.62,0.5
b_1,1.36,1.18,1.22,0.74,0.36,2.12,0.77,0.83,0.66,0.69,1.93,0.68,0.59,0.68,0.57,0.56
a_1,1.49,1.52,1.24,1.92,0.67,0.3,0.72,0.71,0.54,0.68,0.76,0.55,0.56,1.2,0.58,0.47
h_1,1.12,0.79,1.08,1.08,0.76,0.88,0.26,0.7,0.47,0.44,0.47,0.45,1.06,0.41,0.48,0.42
g_1,0.98,1.02,1.06,1.02,0.97,1.02,0.33,0.24,0.4,0.34,0.45,0.5,0.33,0.37,0.34,0.62
d_0,1.21,0.54,1.77,1.23,0.8,1.09,0.52,0.66,0.27,0.44,0.41,0.37,0.36,0.52,0.4,0.41
c_0,1.05,0.91,0.63,2.76,0.94,0.94,0.56,0.58,0.51,0.27,0.55,0.46,0.44,0.61,0.34,0.41
b_0,1.01,0.96,0.85,1.3,1.5,0.98,0.54,0.45,0.43,0.24,0.25,0.39,0.33,0.47,0.37,0.37
f_0,2.0,0.7,0.94,1.11,0.95,0.97,0.51,0.39,0.49,0.41,0.42,0.24,0.42,0.39,0.48,0.26
h_0,1.11,0.81,0.92,1.04,1.11,1.04,0.58,0.53,0.42,0.32,0.39,0.38,0.55,0.43,0.33,0.42
a_0,1.07,1.07,0.87,0.88,1.13,1.53,0.58,0.61,0.47,0.34,0.28,0.44,0.33,0.22,0.45,0.32
e_0,1.11,1.37,0.82,1.04,0.96,0.83,0.48,0.59,0.41,0.43,0.41,0.25,0.45,0.33,0.21,0.3
g_0,1.06,0.87,0.92,1.11,0.93,1.05,0.42,0.63,0.43,0.35,0.47,0.43,0.3,0.42,0.44,0.51
