,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,10557.77,2526.43,2711.57,5952.26,8906.53,16902.38,3146648.37,7935306.49,22900277.42,10815057.61,23655749.53,24379589.47,88999771.35,48540309.52,199170664.44,163533799.57
f_1,4155.38,11018.72,3163.14,3981.82,6959.81,21131.5,2765409.41,7474926.46,10621605.35,10828764.32,7473889.55,20657059.6,83214047.09,73017325.54,147676245.88,121814421.55
d_1,2096.39,2755.97,16603.25,3770.03,8121.21,24341.81,3051671.23,7627946.9,4494714.41,22289697.37,18481525.92,24885237.35,93434089.66,98802816.94,186045776.3,121471185.34
c_1,1976.17,2686.0,3099.57,22957.55,16419.2,23453.6,3158182.07,6801989.1,10877086.63,3429121.69,17675919.97,15785920.29,89431882.61,90146808.39,186995201.17,131763224.58
b_1,2165.57,2312.48,3150.51,4153.41,54435.51,44345.48,3405808.17,8089269.4,10390025.26,10701726.02,21425349.74,6901990.69,75368031.23,122728715.96,168304367.43,135202808.75
a_1,2367.51,2323.25,4226.77,4310.88,9062.49,181160.47,3445021.4,7962782.94,9723411.25,11972363.52,18787094.81,17505657.02,86950859.09,91001211.88,174395452.23,45377762.17
h_1,2327.88,4347.78,4310.86,5554.36,8488.79,22478.28,10898593.1,13501800.35,14822586.1,13594194.98,21985175.88,25241848.32,54277802.07,142254522.14,254952884.39,155165748.31
g_1,2849.08,2671.47,6104.83,4749.07,7778.48,31297.57,3865133.08,32621116.21,11506175.28,13047180.9,34575185.37,27079609.16,77169817.2,104218899.85,119938538.8,176754815.71
d_0,2982.87,3412.75,2005.35,11201.34,11419.84,28024.32,3231091.5,8657418.13,28083918.58,9290920.43,26084663.64,21769855.52,100299811.28,102703387.92,232139504.18,170152756.58
c_0,3147.57,3069.57,5328.51,2640.32,8660.05,29298.15,3764666.24,10591522.18,13830802.01,28083918.58,27933183.11,48477204.04,97189739.61,145251934.34,238302499.87,220738711.23
f_0,2529.49,1960.17,4450.75,7266.25,11958.39,25465.46,4537625.47,8942944.91,16643943.98,13628736.74,57484226.85,28714610.22,93261156.11,279900897.79,262838949.01,178614730.46
b_0,2723.7,2815.5,5662.96,5768.13,5643.53,20366.51,4067301.01,10495138.25,14363605.85,15100201.02,27226255.77,64197847.73,118435868.74,151837234.63,255597107.91,459872315.07
h_0,2782.75,3609.79,4783.41,5904.38,9789.37,30859.76,2342208.19,13181312.0,14165941.55,12906746.75,21740360.24,25763294.92,66071189.96,102804341.45,309327726.91,174825312.44
e_0,1177.1,3614.52,4994.73,6839.36,10631.75,31265.29,4415578.02,11068812.24,11795113.83,15011963.06,28161038.81,23173721.31,114501661.98,375012556.71,205165698.41,159578088.5
g_0,2451.87,2347.36,7261.72,6156.73,9821.38,26523.39,4401042.06,5836432.83,12998818.79,13954614.29,39790940.63,24381137.9,102766643.89,172670837.23,174818494.16,174853958.24
a_0,2372.2,3389.44,5464.32,5556.22,10573.93,13563.96,4336667.15,9039463.37,14663700.18,10362348.13,28146181.24,26599288.91,115187839.54,114114875.47,258693646.09,579098470.83
