,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.29,1.08,1.4,1.49,3.35,15.88,28.13,28.39,32.77,43.75,52.64,63.27,79.88,78.8,136.95
e_1,0.79,1.0,1.15,1.48,1.74,3.49,17.62,28.53,34.89,33.72,48.41,63.82,77.93,100.25,116.61,135.85
d_1,0.92,0.86,1.0,0.9,1.21,3.11,15.25,18.82,25.23,40.95,39.87,44.67,60.3,65.25,88.47,90.19
c_1,0.71,0.68,1.08,1.0,2.06,2.83,15.91,21.51,17.22,27.79,28.38,45.04,58.16,63.21,81.65,114.59
b_1,0.66,0.56,0.8,0.5,1.0,3.13,11.75,17.47,14.56,27.43,26.04,31.17,49.69,55.86,66.99,92.54
a_1,0.31,0.28,0.32,0.35,0.33,1.0,5.58,8.28,8.1,10.76,14.67,12.42,21.46,26.61,26.41,38.4
h_1,0.06,0.06,0.07,0.06,0.08,0.17,1.0,1.7,1.56,1.73,2.26,2.58,4.07,4.31,5.78,8.81
g_1,0.04,0.03,0.05,0.05,0.06,0.13,0.56,1.0,0.9,1.33,1.56,2.47,2.49,2.86,4.73,4.25
d_0,0.03,0.03,0.04,0.06,0.07,0.12,0.65,1.14,1.0,1.13,1.4,1.95,2.68,3.05,4.23,5.04
c_0,0.03,0.03,0.02,0.04,0.04,0.09,0.56,0.74,0.87,1.0,1.64,1.32,2.16,2.6,3.39,3.59
b_0,0.02,0.02,0.02,0.03,0.04,0.07,0.45,0.61,0.67,0.6,1.0,1.27,1.86,2.62,2.51,3.18
f_0,0.02,0.02,0.02,0.02,0.03,0.08,0.39,0.4,0.54,0.76,0.83,1.0,1.45,1.59,3.19,2.11
h_0,0.02,0.01,0.02,0.02,0.02,0.05,0.25,0.42,0.38,0.45,0.54,0.71,1.0,1.14,1.53,2.08
a_0,0.01,0.01,0.02,0.01,0.02,0.04,0.23,0.35,0.33,0.41,0.37,0.61,0.86,1.0,1.27,1.48
e_0,0.01,0.01,0.01,0.01,0.01,0.04,0.18,0.2,0.24,0.29,0.4,0.33,0.65,0.78,1.0,1.17
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.12,0.23,0.2,0.3,0.31,0.49,0.47,0.64,0.86,1.0
