,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.67,0.87,0.96,0.99,0.85,0.7,0.72,0.91,0.66,0.76,0.58,0.57,0.53,,0.65
f_1,1.5,1.0,1.14,0.98,0.86,0.71,0.65,0.6,0.71,0.5,,0.54,0.53,0.54,0.42,0.61
d_1,1.15,0.88,1.0,1.24,0.96,1.02,0.71,0.46,,1.2,0.57,0.63,0.63,0.59,0.52,0.38
c_1,1.05,1.02,0.81,1.0,1.27,1.04,0.85,0.65,0.58,,0.62,0.62,0.68,,0.57,0.48
b_1,1.01,1.16,1.04,0.79,1.0,1.49,0.66,0.98,0.54,0.99,0.79,,0.56,0.54,0.52,0.63
a_1,1.17,1.41,0.98,0.96,0.67,1.0,0.78,0.7,0.75,0.7,,0.87,0.87,,0.59,0.87
h_1,1.43,1.53,1.41,1.18,1.52,1.29,1.0,1.09,0.91,0.74,0.82,0.81,,0.82,0.68,0.96
g_1,1.39,1.66,2.2,1.55,1.02,1.42,0.91,1.0,0.92,0.82,1.25,0.99,0.72,0.92,0.66,
d_0,1.1,1.41,,1.72,1.86,1.34,1.09,1.09,1.0,0.81,0.86,0.98,0.9,0.98,0.96,0.81
c_0,1.52,1.99,0.83,,1.01,1.42,1.36,1.21,1.23,1.0,0.97,1.55,0.85,0.94,0.83,0.78
f_0,1.32,,1.77,1.6,1.27,,1.22,0.8,1.17,1.03,1.0,1.16,1.28,0.67,1.49,0.58
b_0,1.72,1.84,1.6,1.62,,1.15,1.24,1.01,1.03,0.65,0.87,1.0,0.88,1.36,0.9,0.94
h_0,1.75,1.87,1.59,1.47,1.8,1.15,,1.38,1.11,1.17,0.78,1.14,,0.79,1.14,1.12
a_0,1.88,1.86,1.7,,1.84,,1.21,1.09,1.02,1.06,1.49,0.73,1.26,1.0,,1.21
e_0,,2.4,1.91,1.74,1.94,1.7,1.46,1.52,1.04,1.2,0.67,1.11,0.88,,1.0,1.03
g_0,1.53,1.64,2.61,2.08,1.6,1.15,1.04,,1.23,1.28,1.71,1.06,0.89,0.83,0.98,
