,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.52,0.44,0.41,0.53,0.38,0.36,0.62,0.57,0.51,0.88,0.58,0.48,0.49,0.66,0.27,0.54
f_1,0.73,1.52,0.46,0.42,0.42,0.41,0.52,0.45,0.55,0.5,0.48,0.27,0.54,0.49,0.42,0.46
d_1,0.46,0.49,1.53,0.4,0.46,0.37,0.62,0.44,0.93,0.26,0.63,0.55,0.42,0.54,0.38,0.53
c_1,0.45,0.43,0.54,1.54,0.76,0.37,0.53,0.4,0.18,0.47,0.42,0.56,0.36,0.47,0.56,0.49
b_1,0.49,0.52,0.49,0.38,1.57,0.61,0.51,0.51,0.55,0.53,0.38,0.53,0.45,0.68,0.52,0.54
a_1,0.52,0.46,0.52,0.53,0.42,1.74,0.66,0.65,0.55,0.59,0.55,0.6,0.19,0.6,0.43,0.61
h_1,0.6,0.92,0.74,0.82,0.66,0.51,1.65,0.81,0.83,0.86,0.95,0.76,0.66,0.59,0.67,1.12
g_1,0.61,0.71,1.01,0.95,0.71,0.41,0.92,1.77,0.77,0.85,0.87,1.19,0.74,0.86,0.71,0.47
c_0,0.8,0.9,0.73,0.67,0.7,0.54,0.86,0.93,1.52,0.9,1.38,0.96,1.04,1.05,0.75,1.07
d_0,0.68,0.96,0.32,1.29,0.7,0.61,0.92,0.74,0.74,1.53,0.83,0.83,0.57,0.78,0.61,0.75
b_0,0.68,1.07,0.77,0.95,0.3,0.52,0.82,0.85,0.91,0.88,1.59,0.89,1.48,1.16,0.7,1.0
f_0,0.8,0.49,0.83,0.83,0.81,0.65,0.95,0.8,0.9,0.84,1.01,1.62,0.72,0.93,1.5,0.79
a_0,0.8,0.84,0.88,1.09,0.7,0.47,1.06,0.85,0.84,1.17,0.79,0.82,1.7,0.98,0.76,1.36
h_0,0.8,1.16,0.81,0.81,0.65,0.56,0.66,1.11,1.0,1.05,0.86,0.81,0.84,0.54,0.63,1.12
e_0,0.46,0.9,1.0,0.67,0.87,0.74,0.93,1.01,1.23,1.08,1.16,0.73,1.01,1.29,1.68,1.02
g_0,0.66,0.83,1.08,0.97,0.77,0.66,0.8,0.73,0.9,0.84,0.85,1.34,0.62,0.96,1.0,0.62
