,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.75,1.06,1.22,1.05,0.94,0.95,1.09,0.97,1.34,0.96,1.06,1.05,1.0,1.1,1.17
f_1,1.35,1.0,0.87,0.98,0.97,0.96,0.87,1.08,0.83,0.89,1.0,0.77,0.8,0.93,0.69,1.01
d_1,0.94,1.15,1.0,0.97,0.92,1.01,1.04,0.81,1.24,1.08,0.97,0.98,0.99,1.12,0.96,0.9
c_1,0.81,1.03,1.04,1.0,1.4,0.92,1.0,1.14,0.75,0.74,0.91,0.92,1.01,0.86,1.03,0.97
b_1,0.94,1.03,1.08,0.7,1.0,1.53,1.07,1.04,1.21,1.1,0.93,1.02,1.24,0.93,1.1,0.94
a_1,1.07,1.02,1.0,1.08,0.65,1.0,1.25,1.0,1.07,1.05,1.34,1.13,1.28,1.28,1.18,1.02
h_1,1.05,1.14,1.01,0.99,0.9,0.82,1.0,1.2,1.03,0.88,0.92,1.09,0.98,0.91,0.84,1.33
g_1,0.92,0.96,1.21,0.93,1.04,0.94,0.87,1.0,1.0,0.96,1.01,1.43,0.84,0.94,1.02,0.78
c_0,1.01,1.13,0.78,1.27,0.95,0.91,0.98,0.96,1.0,1.19,1.32,1.06,1.12,1.08,1.2,1.04
d_0,0.75,1.12,0.89,1.38,0.98,0.96,1.12,0.99,0.83,1.0,0.97,0.97,1.06,0.84,1.01,0.95
b_0,0.99,1.03,1.01,1.11,1.08,0.73,1.1,0.97,0.76,1.03,1.0,1.01,0.92,1.38,0.94,0.95
f_0,0.87,1.28,1.0,1.16,1.0,0.92,0.94,0.72,0.95,0.96,0.99,1.0,1.15,1.04,1.68,0.86
h_0,0.93,1.27,1.07,0.95,0.88,0.72,0.98,1.2,0.84,0.93,1.1,0.84,1.0,1.08,1.02,1.05
a_0,0.95,1.09,0.89,1.19,1.01,0.91,1.11,1.1,0.98,1.24,0.71,1.01,0.93,1.0,1.25,1.08
e_0,0.92,1.36,1.02,0.98,0.88,0.92,1.19,0.99,0.93,0.97,1.04,0.68,1.07,0.84,1.0,1.01
g_0,0.84,0.92,1.21,1.03,0.96,1.06,0.74,1.2,0.93,0.99,1.11,1.17,0.91,0.96,1.0,1.0
