,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.43,0.92,1.79,2.05,1.84,1.81,0.59,0.56,0.4,0.3,0.48,0.4,0.27,0.34,0.86,0.35
f_1,1.4,0.43,1.58,1.84,1.96,1.61,0.35,0.58,0.33,0.3,0.65,0.34,0.18,0.37,0.29,0.27
d_1,2.57,1.85,0.41,1.7,1.59,1.54,0.48,0.35,0.75,0.32,0.35,0.34,0.24,0.4,0.27,0.15
c_1,1.43,1.83,2.04,0.4,2.19,1.9,0.51,0.45,0.21,0.67,0.33,0.31,0.27,0.39,0.37,0.27
b_1,1.75,2.71,1.79,1.03,0.4,1.97,0.53,0.46,0.46,0.5,0.31,0.71,0.28,0.34,0.42,0.3
a_1,2.53,2.62,2.21,2.65,1.17,0.34,0.68,0.77,0.51,0.46,0.44,0.75,0.35,1.56,0.45,0.32
h_1,2.47,3.02,2.83,2.7,2.93,2.39,0.33,0.76,0.65,0.53,0.52,0.71,0.64,0.52,0.46,0.46
g_1,3.04,3.48,2.91,3.69,2.92,2.91,0.69,0.3,0.65,0.65,0.59,0.64,0.32,0.52,0.55,0.61
d_0,1.7,3.46,6.85,3.43,3.2,3.03,1.03,1.05,0.37,0.62,0.77,0.58,0.44,0.72,0.73,0.62
c_0,3.66,3.48,1.79,6.15,3.63,3.09,1.05,0.94,1.03,0.39,0.96,0.64,0.57,0.69,0.63,0.53
f_0,3.44,7.1,3.42,3.77,2.96,3.24,1.12,0.6,0.79,0.64,0.33,0.73,0.48,0.55,0.84,0.3
b_0,3.42,3.74,2.8,4.75,5.71,3.1,0.9,1.2,0.82,0.34,0.85,0.33,0.5,0.75,0.72,0.48
h_0,3.72,3.86,3.37,4.03,3.88,3.11,1.83,1.2,0.86,0.77,0.73,0.74,0.93,0.86,0.62,0.58
a_0,3.95,4.51,3.4,4.37,5.23,8.36,1.27,1.23,0.84,0.64,0.79,0.39,0.5,0.31,0.83,0.72
e_0,8.18,5.12,4.22,4.98,3.47,3.22,1.13,1.18,1.02,0.93,0.46,0.86,0.71,0.75,0.32,0.44
g_0,4.86,5.62,4.79,4.15,4.02,4.41,0.84,1.91,1.03,0.9,0.74,0.93,0.47,0.67,0.81,0.84
