,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.69,1.01,1.13,1.89,4.49,15.65,28.52,27.54,40.61,32.74,40.79,72.83,72.92,,142.69
f_1,1.45,1.0,1.09,1.27,1.27,3.89,14.48,24.42,27.02,28.7,35.77,,55.13,81.6,90.97,81.29
d_1,0.99,0.92,1.0,1.48,1.66,4.33,16.98,20.71,32.0,,38.67,44.88,54.75,55.81,90.35,87.75
c_1,0.88,0.79,0.68,1.0,1.77,3.54,11.97,23.9,,16.03,29.05,30.85,59.49,76.92,73.72,84.9
b_1,0.53,0.79,0.6,0.56,1.0,3.82,7.89,11.77,15.99,15.69,,18.68,40.29,43.07,46.21,50.75
a_1,0.22,0.26,0.23,0.28,0.26,1.0,4.8,5.57,4.92,9.08,,11.13,,,,22.52
h_1,0.06,0.07,0.06,0.08,0.13,0.21,1.0,1.68,1.5,1.14,2.16,2.11,,5.93,5.83,7.25
g_1,0.04,0.04,0.05,0.04,0.08,0.18,0.59,1.0,1.06,0.94,1.09,2.37,2.84,3.53,3.33,
c_0,0.04,0.04,0.03,,0.06,0.2,0.67,0.94,1.0,1.14,1.5,1.3,2.79,3.5,3.42,3.65
d_0,0.02,0.03,,0.06,0.06,0.11,0.88,1.06,0.87,1.0,1.06,1.46,2.32,3.43,3.29,3.89
b_0,0.03,0.03,0.03,0.03,,,0.46,0.92,0.67,0.94,1.0,1.34,2.91,4.73,2.84,3.11
f_0,0.02,,0.02,0.03,0.05,0.09,0.47,0.42,0.77,0.68,0.75,1.0,2.02,2.41,3.06,1.31
h_0,0.01,0.02,0.02,0.02,0.02,,,0.35,0.36,0.43,0.34,0.49,,1.08,1.89,1.58
a_0,0.01,0.01,0.02,0.01,0.02,,0.17,0.28,0.29,0.29,0.21,0.41,0.93,1.0,,1.09
e_0,,0.01,0.01,0.01,0.02,,0.17,0.3,0.29,0.3,0.35,0.33,0.53,,1.0,
g_0,0.01,0.01,0.01,0.01,0.02,0.04,0.14,,0.27,0.26,0.32,0.76,0.63,0.92,,
