,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10174.07,5247.05,12014.41,9478.3,15058.45,49091.37,9085153.93,30488283.7,16749112.15,20330027.99,43826993.56,48197610.13,164880645.55,200765775.98,256200889.11,686679903.04
f_1,7556.9,10394.45,10116.43,9319.9,14811.08,45439.0,7906894.41,19581465.26,15078368.93,19161122.89,41278850.1,30976308.01,167761200.28,190804549.34,226509293.8,710147870.3
c_1,4130.9,4648.7,23793.12,9053.89,28297.74,63372.58,7442575.2,18020018.51,17685610.74,14527118.57,29682980.25,45013583.19,159897106.67,167879685.97,326869958.14,622114954.79
d_1,4478.51,5530.31,7404.74,26494.22,13615.76,46230.32,8321315.14,12738619.18,16931747.09,39575823.39,56010502.7,50555920.09,181649534.35,243649701.77,374213878.51,685326589.53
b_1,4633.04,4860.27,10660.6,10399.31,40716.87,96596.11,7268799.13,15977125.49,15496071.19,18851042.79,28113806.7,49517081.31,173173399.73,136858128.81,306552004.39,707657183.93
a_1,4638.6,5356.58,10351.4,11598.59,13468.45,185987.21,9188048.13,18315185.61,17043817.81,24279678.38,49783297.12,45433189.07,164205979.5,186949229.9,315784625.3,695741888.45
h_1,5391.46,7021.95,9376.69,11309.38,13919.75,45422.29,15830484.31,16917473.36,18928987.95,24144360.97,52583231.05,47684128.58,144639146.37,244920316.5,329987878.19,895797006.3
d_0,4318.04,5172.32,17440.8,8458.21,21262.97,52920.78,8674615.04,27010871.44,16174773.2,17355115.74,41214978.65,49695732.91,184853076.73,182045921.41,366999775.07,746474860.1
g_1,4669.66,5246.67,9944.82,16918.73,14689.41,45028.74,8722988.74,19508629.53,33789194.26,26490726.52,57284133.12,72920342.48,188782262.47,237629848.51,415693485.63,592865806.92
c_0,5570.95,5688.35,7521.01,12356.88,11778.2,52267.91,9962545.53,18538320.87,18098442.17,38011978.8,91677586.26,57475167.36,219179676.17,319964925.0,420999579.39,835972275.32
b_0,5274.12,5619.31,10452.91,12244.47,11921.83,48931.1,11136346.49,19994686.51,18180625.97,24081630.73,76443412.15,61969402.0,180823357.0,443379096.77,357510271.43,860286128.34
f_0,4079.26,4375.34,11981.65,12540.06,15749.54,70166.36,8443394.08,19498006.85,20591674.25,26066728.13,57274514.24,86868038.42,200275335.71,291486884.7,693603660.84,776863264.63
h_0,5553.91,6703.1,10457.91,11406.11,15753.77,51874.32,6672721.63,16486846.77,21635720.75,19335302.18,48394771.02,48895252.65,157979951.37,215864952.47,344869184.82,870821727.04
a_0,5741.11,5287.52,12209.06,11995.51,14311.35,43516.06,9153267.5,21757577.83,18081267.59,22447756.63,53527281.86,55129217.77,212440397.66,427855277.11,426512648.11,743261912.35
e_0,4044.07,5452.54,11254.26,12085.29,18050.77,53949.3,9006572.75,16816583.7,17886455.24,24894304.63,55412461.75,58067942.6,226778438.47,248945555.58,710381741.49,938633615.02
g_0,4794.13,4493.46,8915.48,17301.12,17850.84,57784.06,9150581.91,15495549.02,16907618.78,24734428.69,47245166.48,80394699.02,197146033.59,239885828.08,422193532.68,623775503.66
