,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.65,0.69,1.0,1.01,1.0,0.82,0.42,0.47,0.4,0.34,0.43,0.33,0.29,0.34,0.37,0.28
f_1,1.05,0.65,0.87,0.96,0.84,0.85,0.36,0.43,0.34,0.31,0.37,0.32,0.22,0.29,0.28,0.29
d_1,1.01,1.13,0.64,0.97,0.9,0.77,0.41,0.3,0.43,0.38,0.33,0.38,0.26,0.32,0.31,0.2
c_1,0.87,1.0,1.16,0.63,1.1,0.77,0.44,0.46,0.25,0.38,0.35,0.32,0.32,0.31,0.33,0.29
b_1,1.01,1.25,1.18,0.69,0.61,1.16,0.55,0.49,0.38,0.52,0.38,0.46,0.33,0.34,0.35,0.32
a_1,1.18,1.3,1.28,1.28,0.74,0.57,0.6,0.54,0.52,0.5,0.46,0.54,0.41,0.44,0.53,0.36
h_1,1.6,1.75,1.62,1.55,1.4,1.27,0.53,0.81,0.59,0.53,0.58,0.55,0.55,0.51,0.49,0.47
g_1,1.7,1.77,1.89,1.58,1.53,1.43,0.57,0.52,0.64,0.68,0.61,0.59,0.41,0.54,0.52,0.5
d_0,1.24,1.73,2.29,1.96,1.68,1.42,0.81,0.86,0.55,0.6,0.61,0.63,0.61,0.6,0.59,0.51
c_0,1.87,1.91,1.3,2.3,1.63,1.52,0.89,0.75,0.97,0.53,0.73,0.75,0.52,0.61,0.57,0.5
f_0,1.75,2.2,1.76,1.83,1.8,1.53,0.82,0.63,0.73,0.61,0.52,0.76,0.55,0.64,0.73,0.39
b_0,1.81,1.99,1.61,2.54,1.98,1.61,0.77,0.83,0.75,0.48,0.64,0.52,0.57,0.69,0.54,0.49
h_0,1.9,2.19,2.06,1.95,1.98,1.73,0.92,0.93,0.7,0.75,0.71,0.69,0.64,0.64,0.57,0.58
a_0,2.07,2.23,1.95,2.16,2.23,2.41,0.95,0.86,0.79,0.7,0.76,0.49,0.63,0.52,0.7,0.58
e_0,2.24,2.67,2.02,2.12,2.04,1.67,0.93,0.82,0.82,0.76,0.48,0.84,0.7,0.78,0.52,0.51
g_0,2.16,2.17,2.24,2.25,2.24,1.91,0.83,0.95,0.9,0.79,0.9,0.75,0.57,0.73,0.76,0.66
