,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.99,1.13,1.08,1.0,1.03,1.09,1.29,0.92,1.17,0.99,1.05,1.08,1.06,1.05
f_1,1.24,1.0,0.89,1.03,0.89,0.96,0.9,1.01,0.97,0.9,0.93,0.96,0.86,0.92,0.82,1.08
d_1,0.99,1.13,1.0,0.93,0.93,0.9,0.98,0.82,0.97,1.26,0.97,1.15,0.97,1.05,1.01,0.86
c_1,0.89,0.98,1.06,1.0,1.35,0.9,1.0,1.03,0.74,0.84,0.94,0.79,1.06,0.92,0.97,1.01
b_1,0.92,1.1,1.05,0.76,1.0,1.42,1.12,1.09,0.98,1.14,0.98,0.99,1.02,0.9,0.96,1.01
a_1,1.01,1.03,1.06,1.13,0.73,1.0,1.14,1.03,1.1,1.07,1.03,1.13,1.1,0.97,1.23,1.03
h_1,0.98,1.13,1.02,1.0,0.87,0.89,1.0,1.25,0.98,0.89,1.0,0.94,1.06,0.97,0.96,1.1
g_1,0.94,1.02,1.21,0.93,0.96,0.93,0.81,1.0,0.92,1.08,1.11,0.94,0.89,1.0,1.04,1.04
d_0,0.79,1.02,1.06,1.29,1.05,0.89,1.03,1.07,1.0,0.8,0.94,0.96,1.16,1.05,1.0,0.99
c_0,1.02,1.07,0.84,1.17,0.86,0.97,1.15,1.0,1.31,1.0,1.14,1.37,1.05,1.12,1.03,1.09
f_0,0.91,1.08,1.0,1.01,1.04,0.95,1.02,0.9,1.04,0.92,1.0,1.12,1.02,1.05,1.44,0.86
b_0,0.98,1.09,0.91,1.28,0.97,0.9,0.94,1.05,1.05,0.79,0.96,1.0,1.09,1.35,0.92,1.03
h_0,0.94,1.16,1.05,0.93,0.99,0.91,0.92,1.12,0.87,0.99,0.96,0.95,1.0,0.95,0.86,1.08
a_0,0.98,1.04,0.95,1.02,1.06,1.14,1.05,0.96,0.97,0.92,0.95,0.74,1.05,1.0,0.96,1.04
e_0,0.97,1.2,0.98,1.02,0.99,0.85,1.05,0.97,1.01,0.98,0.73,1.11,1.13,1.05,1.0,0.94
g_0,0.95,0.95,1.13,1.0,1.0,0.92,0.9,0.98,0.98,1.01,1.19,0.98,0.93,1.04,1.12,1.0
