,f_1,c_1,e_1,b_1,d_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.0,1.01,1.12,0.89,0.95,0.79,0.59,0.63,0.62,0.67,0.61,0.47,0.52,0.49,0.45,0.58
c_1,1.01,1.0,0.83,1.32,1.16,0.83,0.59,0.51,0.52,0.69,0.46,0.55,0.52,0.57,0.55,0.57
e_1,0.88,1.2,1.0,1.02,0.85,0.79,0.79,0.96,0.64,0.68,0.65,0.73,0.56,0.65,0.54,0.64
b_1,1.13,0.77,0.97,1.0,1.04,1.28,0.8,0.59,0.74,0.76,0.64,0.63,0.57,0.59,0.61,0.56
d_1,1.03,0.87,1.18,0.96,1.0,0.88,0.7,0.73,0.88,0.52,0.74,0.73,0.71,0.64,0.59,0.49
a_1,1.25,1.2,1.29,0.77,1.15,1.0,0.87,0.83,0.73,0.83,0.84,0.73,0.66,0.68,0.69,0.68
h_1,1.66,1.66,1.3,1.31,1.4,1.09,1.0,0.91,0.9,1.17,0.87,0.81,0.8,0.92,0.73,0.87
d_0,1.62,1.99,1.08,1.59,1.35,1.12,1.07,1.0,0.78,0.99,0.77,0.87,0.79,0.9,1.0,0.82
c_0,1.61,1.93,1.53,1.37,1.12,1.32,1.16,1.33,1.0,0.99,1.28,0.96,1.16,0.99,0.97,0.82
g_1,1.46,1.5,1.42,1.37,1.89,1.16,0.82,0.93,1.04,1.0,0.93,1.11,0.86,0.78,0.84,0.88
b_0,1.67,2.13,1.51,1.53,1.38,1.21,1.16,1.28,0.81,1.05,1.0,0.95,1.37,0.95,0.9,0.9
f_0,2.08,1.83,1.52,1.57,1.33,1.36,1.22,1.15,1.03,0.84,1.04,1.0,1.03,1.0,1.2,0.73
a_0,1.98,1.87,1.73,1.81,1.47,1.58,1.26,1.25,0.89,1.27,0.77,0.98,1.0,1.12,0.95,0.9
h_0,2.01,1.75,1.56,1.69,1.67,1.41,1.09,1.11,0.99,1.23,1.05,0.95,0.95,1.0,0.96,1.01
e_0,2.24,1.78,1.75,1.58,1.71,1.48,1.41,1.03,1.1,1.17,1.11,0.78,1.07,1.05,1.0,0.92
g_0,1.73,1.75,1.59,1.69,2.01,1.59,1.18,1.24,1.18,1.16,1.1,1.35,1.09,0.97,1.11,1.0
