,e_1,d_1,f_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,g_0,e_0,a_0
e_1,12869.9,946.37,1632.82,1781.64,3225.73,10129.27,1480098.89,8253867.85,4175723.33,4327266.05,6351270.51,13669706.58,47539537.78,109404093.27,15856206.86,85196161.15
d_1,1018.45,14485.99,1442.48,1273.92,2673.27,12317.46,1494486.6,900685.84,9651380.63,4014796.57,9290466.05,13342500.53,49846170.67,74379261.87,83995845.28,93894981.55
f_1,2300.89,1346.39,15117.3,1672.38,2137.3,17021.45,1411569.42,3448802.75,4228307.05,3337407.2,7101224.22,1987073.8,47312508.35,75949088.39,55605618.51,86836571.88
c_1,1305.56,1102.2,1437.0,16196.06,6051.74,10433.59,1911218.67,4039586.83,891249.22,3599596.21,5937662.33,12876741.73,36741523.29,71333185.04,68313792.59,71571571.34
b_1,1395.39,1568.94,1706.92,1226.92,37443.1,26491.21,1271572.98,3903825.43,4118130.13,4330742.24,1833357.33,10662445.93,43877615.89,70655072.77,37459087.32,58326808.88
a_1,1372.05,1383.22,1577.22,1676.07,1957.72,246673.71,1793353.01,4832486.44,5296903.72,4268405.21,7967222.39,13266029.03,35557853.59,76487990.56,42646985.05,21270281.9
h_1,2278.12,2513.66,3134.28,2972.43,5358.98,22120.1,10370507.21,7404108.92,7555862.73,9039045.74,14095587.15,21003299.7,25321978.39,160955426.18,96780656.16,175579651.82
d_0,1980.36,497.27,3303.77,5616.96,4970.65,23799.94,2315690.28,19036248.7,6268924.8,5401400.78,14950552.98,16539244.34,67494371.69,120842006.6,80935595.02,188825496.3
c_0,2314.2,3301.75,2720.04,932.38,5159.91,22297.58,2107088.91,7413473.96,22281230.49,5834510.35,30656408.78,26760306.89,69199281.52,152052315.48,127364698.05,178928928.34
g_1,1437.84,4546.88,2218.12,3075.95,4785.39,15152.61,2198843.53,6850396.02,7584057.03,34497642.46,14445222.84,33263417.16,53407243.65,79200731.32,113192409.93,135831518.4
b_0,2155.63,2893.04,2883.13,3050.02,2313.49,15756.37,4109081.11,6353130.57,9628561.06,7295014.01,44131134.37,22853024.17,72925140.21,147000049.42,98554854.12,356200786.74
f_0,2216.26,3255.59,803.99,2405.77,7025.55,24781.1,2901081.26,8153328.12,9021648.2,6196738.73,14963740.76,62426407.59,74335381.43,195266116.98,203153916.55,150721553.25
h_0,2471.71,2519.53,3752.52,2414.77,4407.38,20507.6,1026640.73,6899140.34,8354660.53,10262841.78,13954094.58,19581180.42,32384232.08,165297901.97,94067179.82,124533382.75
g_0,1902.39,4501.04,1522.4,3152.22,5078.48,23399.77,2751078.33,6030767.5,6831919.15,2750122.89,11068221.47,32911900.22,65674865.8,52204473.17,93022267.57,125079748.99
e_0,691.91,2760.85,2678.95,3067.43,5225.37,29019.61,2987625.34,7051370.87,9266200.2,7374290.74,18047904.75,28648743.01,105969101.57,202975619.24,482078536.05,142177847.88
a_0,1858.75,3002.01,2496.82,3168.6,5294.41,,3068115.25,9354110.72,7469839.31,7617509.07,13082918.9,23631939.87,100196033.7,129379037.73,125179177.5,606495912.26
