,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,0.91,1.32,1.1,0.93,1.01,1.18,1.41,1.0,0.99,1.09,1.05,0.97,1.07,1.06
f_1,1.31,1.0,1.02,0.98,0.85,0.89,0.81,1.04,0.93,0.87,0.97,0.94,0.86,0.9,0.84,1.04
d_1,1.09,0.99,1.0,0.92,1.01,1.0,0.93,0.77,1.01,1.28,1.16,0.9,1.03,0.99,0.98,0.79
c_1,0.76,1.01,1.09,1.0,1.32,0.98,1.14,0.98,0.72,0.77,0.92,0.99,1.01,1.14,1.07,1.05
b_1,0.92,1.18,0.99,0.76,1.0,1.47,1.15,1.02,0.94,1.1,0.9,1.05,0.98,0.8,1.11,0.94
a_1,1.08,1.12,0.99,1.03,0.68,1.0,1.16,1.13,0.99,1.02,1.08,1.05,1.21,1.32,0.94,1.29
h_1,0.97,1.2,1.07,0.88,0.9,0.85,1.0,1.25,1.03,0.89,0.86,0.86,0.96,0.89,0.9,1.25
g_1,0.87,0.99,1.3,1.0,0.98,0.88,0.81,1.0,1.0,0.97,0.97,1.26,0.81,0.95,0.81,0.98
d_0,0.73,1.01,0.95,1.37,1.11,1.0,0.97,0.98,1.0,0.89,0.96,0.97,1.04,1.17,1.01,0.92
c_0,0.99,1.15,0.78,1.16,0.89,1.01,1.13,1.05,1.18,1.0,1.35,1.07,1.08,1.12,1.06,0.93
b_0,1.03,1.0,0.87,1.12,1.03,0.91,1.1,1.02,1.03,0.78,1.0,1.04,1.13,1.32,0.97,1.13
f_0,0.91,1.04,1.06,1.0,1.0,0.98,1.14,0.81,1.04,0.94,0.89,1.0,1.06,0.99,1.42,0.83
h_0,0.94,1.17,0.97,1.01,0.99,0.84,1.05,1.2,0.96,0.93,0.92,0.97,1.0,1.02,0.85,1.18
a_0,1.07,1.12,0.98,0.92,1.19,0.76,1.12,1.1,0.91,0.92,0.73,1.03,1.02,1.0,0.97,1.02
e_0,0.95,1.19,1.06,0.93,0.86,1.02,1.06,1.11,1.01,0.93,1.07,0.7,1.19,0.96,1.0,0.94
g_0,0.94,1.0,1.33,0.98,1.01,0.8,0.79,1.11,1.06,1.02,0.87,1.18,0.81,1.01,1.08,1.0
