,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.17,0.39,0.74,0.7,0.72,0.69,0.21,0.2,0.13,0.14,0.19,0.13,0.1,0.14,0.3,0.11
f_1,0.61,0.17,0.59,0.66,0.68,0.75,0.14,0.24,0.14,0.12,0.27,0.12,0.07,0.14,0.12,0.12
d_1,0.75,0.8,0.16,0.8,0.67,0.56,0.18,0.11,0.31,0.1,0.11,0.13,0.08,0.12,0.11,0.05
c_1,0.55,0.66,0.81,0.15,0.71,0.49,0.19,0.21,0.07,0.25,0.13,0.14,0.09,0.11,0.13,0.1
b_1,0.67,0.87,0.79,0.32,0.13,0.65,0.2,0.2,0.13,0.27,0.14,0.29,0.1,0.14,0.14,0.13
a_1,0.63,0.73,0.73,0.79,0.31,0.09,0.27,0.21,0.16,0.14,0.14,0.18,0.12,0.26,0.23,0.11
h_1,0.52,0.57,0.48,0.53,0.57,0.44,0.06,0.15,0.11,0.11,0.11,0.11,0.16,0.09,0.09,0.07
g_1,0.57,0.63,0.5,0.52,0.48,0.58,0.1,0.05,0.15,0.13,0.1,0.11,0.06,0.11,0.1,0.11
d_0,0.3,0.51,1.28,0.56,0.48,0.45,0.17,0.17,0.07,0.12,0.11,0.11,0.1,0.1,0.1,0.09
c_0,0.62,0.54,0.28,1.2,0.56,0.46,0.17,0.16,0.17,0.06,0.13,0.11,0.07,0.1,0.09,0.08
f_0,0.51,0.91,0.48,0.53,0.49,0.47,0.14,0.09,0.13,0.1,0.05,0.11,0.09,0.09,0.11,0.04
b_0,0.56,0.54,0.37,0.8,1.12,0.56,0.14,0.16,0.11,0.06,0.09,0.05,0.09,0.11,0.07,0.06
h_0,0.52,0.52,0.47,0.54,0.53,0.5,0.23,0.17,0.11,0.11,0.11,0.1,0.1,0.08,0.09,0.07
a_0,0.49,0.62,0.42,0.49,0.63,0.97,0.15,0.14,0.12,0.11,0.11,0.05,0.08,0.04,0.12,0.07
e_0,0.65,0.7,0.45,0.51,0.54,0.51,0.13,0.13,0.11,0.11,0.05,0.13,0.09,0.12,0.04,0.06
g_0,0.51,0.5,0.48,0.63,0.61,0.5,0.11,0.17,0.12,0.1,0.11,0.11,0.06,0.12,0.1,0.11
