,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.75,0.75,1.1,1.02,0.8,0.83,0.7,1.04,0.56,0.67,0.66,0.64,0.59,0.78,0.63
f_1,1.33,1.0,1.0,1.05,0.82,0.87,0.55,0.64,0.52,0.63,0.46,0.61,0.48,0.55,0.5,0.51
d_1,1.33,1.0,1.0,0.91,0.92,0.8,0.77,0.6,0.63,0.88,0.61,0.66,0.69,0.61,0.49,0.4
c_1,0.91,0.95,1.1,1.0,1.45,0.92,0.75,0.58,0.51,0.47,0.59,0.57,0.68,0.67,0.6,0.61
b_1,0.98,1.22,1.09,0.69,1.0,1.33,0.61,0.68,0.7,0.77,0.65,0.61,0.64,0.49,0.62,0.63
a_1,1.26,1.15,1.26,1.09,0.75,1.0,0.9,0.86,0.73,0.76,0.75,0.87,0.67,0.68,0.79,0.62
h_1,1.16,1.81,1.35,1.37,1.63,1.07,1.0,1.1,0.91,0.71,0.78,0.97,0.76,0.73,0.77,1.03
g_1,1.43,1.55,1.64,1.7,1.49,1.11,0.92,1.0,0.72,0.99,1.09,0.88,0.57,0.75,0.73,0.65
d_0,0.96,1.92,1.54,2.08,1.38,1.4,1.21,1.31,1.0,0.9,0.88,0.91,0.86,0.82,0.81,1.01
c_0,1.64,1.71,1.18,2.38,1.32,1.35,1.37,1.03,1.05,1.0,1.22,1.25,0.87,1.05,0.8,0.94
f_0,1.36,2.19,1.63,1.69,1.6,1.26,1.26,0.89,1.13,0.8,1.0,0.88,0.89,0.84,1.31,0.76
b_0,1.36,1.74,1.52,1.9,1.84,1.08,1.01,1.24,1.05,0.75,1.21,1.0,1.07,1.28,0.98,0.94
h_0,1.51,2.13,1.51,1.57,1.55,1.41,1.36,1.73,1.17,1.07,1.15,0.91,1.0,0.98,0.8,1.09
a_0,1.64,1.9,1.6,1.54,2.16,,1.34,1.36,1.14,1.02,1.14,0.71,1.03,1.0,0.89,1.37
e_0,1.4,2.09,2.04,1.64,1.64,1.37,1.29,1.27,1.28,1.3,0.8,1.08,1.26,0.98,1.0,0.91
g_0,1.49,1.94,2.35,1.63,1.59,1.54,0.97,1.6,1.07,1.1,1.35,1.1,0.96,0.71,1.04,1.0
