,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.4,1.81,1.03,0.98,1.11,0.94,1.91,2.1,2.13,2.39,2.25,1.78,2.94,2.68,2.82,1.71
e_1,1.04,2.47,1.1,1.39,1.14,1.22,2.27,1.99,2.51,4.18,2.39,2.75,3.3,2.6,3.32,1.88
d_1,1.37,1.06,2.48,0.98,1.05,1.11,2.19,2.33,3.94,1.86,2.86,2.43,3.07,2.47,2.9,2.61
c_1,1.18,0.98,1.25,2.63,1.74,0.92,1.95,1.74,1.15,1.98,1.92,2.51,2.29,2.06,3.03,2.32
b_1,1.04,1.14,1.17,1.01,2.71,1.81,2.54,2.07,2.6,2.29,1.79,2.31,3.38,1.87,2.93,2.48
a_1,1.38,1.04,1.19,1.22,0.91,3.25,2.27,2.2,2.04,2.63,3.07,2.75,3.64,1.96,2.91,3.11
h_1,1.62,1.04,1.41,1.27,1.06,1.11,4.03,2.96,2.82,2.69,2.84,2.43,2.58,2.61,4.51,2.99
g_1,0.99,1.2,1.79,1.35,1.2,1.09,2.15,4.38,2.63,2.17,2.77,3.81,2.96,2.62,2.66,2.84
c_0,1.35,1.21,1.15,0.98,1.07,1.55,2.54,2.66,3.89,3.08,4.7,3.47,3.5,3.34,3.68,3.21
d_0,1.16,1.07,0.84,2.31,1.33,1.14,2.31,2.74,2.07,3.89,2.72,2.79,3.03,2.75,3.23,3.08
b_0,1.36,1.15,1.18,1.5,0.93,1.17,2.49,2.8,2.41,2.78,4.28,2.98,3.52,5.16,3.69,3.56
f_0,0.85,1.01,1.28,1.31,1.27,1.54,2.93,2.23,2.63,2.91,3.06,4.34,3.48,3.07,3.28,5.47
h_0,1.59,1.14,1.3,1.3,1.18,1.2,1.99,3.0,2.69,2.8,2.72,3.02,2.48,3.25,4.33,2.21
a_0,1.14,1.19,1.51,1.32,1.32,0.85,2.88,2.85,2.5,2.58,2.57,2.97,3.67,5.01,3.71,2.74
g_0,1.14,1.12,1.72,1.26,1.16,1.33,2.4,2.17,2.65,2.7,2.65,3.72,3.02,2.88,2.63,3.69
e_0,1.42,0.81,1.34,1.5,1.29,1.28,2.61,2.62,2.6,2.66,2.61,2.5,4.3,3.18,2.94,5.14
