,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,0.94,1.12,1.0,0.8,0.75,0.73,0.91,0.65,0.71,0.64,0.6,0.61,0.61,0.63
f_1,1.31,1.0,0.91,0.94,0.86,0.75,0.61,0.69,0.68,0.54,0.59,0.59,0.51,0.52,0.41,0.55
d_1,1.03,1.11,1.0,0.9,0.98,0.91,0.7,0.54,0.68,0.9,0.61,0.7,0.6,0.56,0.62,0.45
c_1,0.89,1.09,1.11,1.0,1.29,0.83,0.83,0.68,0.49,0.61,0.61,0.52,0.61,0.56,0.54,0.58
b_1,0.99,1.16,1.02,0.79,1.0,1.28,0.78,0.76,0.66,0.79,0.7,0.73,0.68,0.56,0.62,0.58
a_1,1.22,1.35,1.1,1.21,0.79,1.0,0.85,0.8,0.85,0.72,0.79,0.85,0.89,0.93,0.58,0.69
h_1,1.3,1.67,1.42,1.21,1.3,1.15,1.0,1.18,0.89,0.83,0.85,0.86,0.75,0.76,0.81,0.84
g_1,1.36,1.45,1.77,1.5,1.3,1.18,0.85,1.0,0.92,0.92,1.14,0.95,0.77,0.84,0.88,0.82
d_0,1.09,1.47,1.46,2.11,1.46,1.2,1.16,1.13,1.0,0.77,0.96,0.95,0.91,0.86,0.93,0.98
c_0,1.64,1.82,1.1,1.6,1.25,1.45,1.19,1.04,1.29,1.0,0.98,1.51,0.98,1.06,1.09,0.96
f_0,1.37,1.72,1.65,1.61,1.35,1.26,1.11,0.91,1.05,1.0,1.0,1.01,0.96,0.88,1.44,0.73
b_0,1.64,1.74,1.41,1.9,1.31,1.17,1.12,1.08,1.02,0.66,1.1,1.0,0.99,1.39,0.95,1.0
h_0,1.62,1.99,1.63,1.66,1.52,1.21,1.31,1.25,1.03,0.96,0.99,0.98,1.0,0.82,0.95,1.07
a_0,1.7,1.86,1.75,1.71,1.85,1.07,1.32,1.17,1.11,0.99,1.23,0.79,1.19,1.0,1.1,1.08
e_0,1.6,2.22,1.77,1.84,1.64,1.61,1.25,1.2,1.04,0.98,0.72,1.07,0.97,0.92,1.0,0.91
g_0,1.58,1.76,2.13,1.77,1.68,1.53,1.19,1.21,1.08,1.08,1.34,0.98,0.93,0.89,1.1,0.99
