,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.17,6.45,15.28,13.46,15.4,12.53,3.61,3.78,3.12,1.64,3.07,2.4,1.85,3.69,,2.31
f_1,12.91,0.17,13.69,15.92,13.72,17.06,2.58,3.84,1.94,2.28,,2.43,1.1,2.58,2.84,1.98
d_1,23.29,11.98,0.16,11.22,11.01,10.13,3.69,2.28,,2.86,3.01,2.76,2.11,3.13,1.48,1.0
c_1,10.02,11.26,15.23,0.15,16.12,15.18,3.34,2.89,1.62,,1.93,2.16,2.5,3.45,3.25,1.84
b_1,12.16,18.11,12.68,8.22,0.15,14.11,2.92,3.12,2.43,3.78,1.9,,1.86,2.15,2.98,1.66
a_1,17.41,12.8,12.9,13.67,7.25,0.1,3.49,3.84,2.44,2.56,2.72,4.18,1.41,,,1.88
h_1,3.01,3.87,3.01,2.62,4.0,3.19,0.07,0.95,0.63,0.57,0.53,0.77,,0.68,0.55,0.6
g_1,3.42,4.51,3.0,4.62,3.62,3.61,0.83,0.06,0.51,0.75,0.56,0.91,0.34,0.54,0.73,
d_0,1.4,2.79,,2.34,2.43,3.12,0.65,0.82,0.08,0.53,0.53,0.51,0.28,0.66,0.58,0.38
c_0,2.68,2.06,1.31,,2.44,2.14,0.94,0.64,0.61,0.08,0.73,0.43,0.4,0.5,0.36,0.33
f_0,2.66,,3.14,2.9,1.9,2.32,0.98,0.4,0.62,0.47,0.07,0.62,0.31,0.58,0.51,0.2
b_0,3.3,2.5,2.17,2.66,,2.55,0.64,0.62,0.62,0.25,0.73,0.07,0.32,0.51,,0.38
h_0,1.5,1.76,1.3,1.49,1.42,1.74,,0.95,0.31,0.41,0.36,0.26,,0.29,0.29,0.23
a_0,2.77,2.71,2.78,2.3,2.79,,0.92,0.72,0.58,0.48,0.58,0.31,0.43,0.04,,0.45
e_0,,2.22,2.63,3.25,2.63,,0.64,0.93,0.58,0.57,0.3,,0.41,,0.04,0.31
g_0,1.94,2.65,2.44,1.63,1.81,2.56,0.24,,0.35,0.44,0.27,0.36,0.16,0.31,0.34,
