,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.24,0.03,0.02,0.04,0.03,0.02,0.06,0.05,0.12,0.06,0.06,0.04,0.09,0.04,,0.06
f_1,0.06,2.26,0.03,0.03,0.02,0.02,0.05,0.04,0.06,0.08,,0.06,0.07,0.05,0.05,0.04
d_1,0.03,0.03,2.35,0.02,0.03,0.02,0.06,0.06,,0.12,0.05,0.07,0.1,0.04,0.05,0.05
c_1,0.03,0.02,0.03,2.4,0.04,0.02,0.07,0.04,0.07,,0.05,0.06,0.09,0.05,0.04,0.07
b_1,0.03,0.03,0.03,0.02,2.42,0.04,0.05,0.05,0.07,0.06,0.08,,0.09,0.04,0.05,0.06
a_1,0.03,0.02,0.04,0.02,0.03,2.94,0.06,0.05,0.05,0.07,0.06,0.06,0.08,,,0.05
h_1,0.11,0.15,0.1,0.11,0.12,0.08,2.67,0.21,0.25,0.17,0.15,0.23,,0.13,0.19,0.49
g_1,0.1,0.1,0.16,0.13,0.11,0.08,0.2,2.92,0.2,0.24,0.37,0.24,0.14,0.17,0.13,
d_0,0.12,0.2,,0.22,0.15,0.12,0.3,0.33,2.05,0.26,0.24,0.24,0.42,0.21,0.21,0.33
c_0,0.24,0.17,0.13,,0.09,0.12,0.33,0.23,0.31,1.98,0.32,0.6,0.32,0.26,0.21,0.26
f_0,0.13,,0.12,0.19,0.19,0.11,0.35,0.31,0.31,0.22,2.22,0.2,0.37,0.21,0.41,0.44
b_0,0.16,0.16,0.13,0.17,,0.07,0.24,0.19,0.32,0.36,0.24,2.26,0.5,0.4,,0.33
h_0,0.21,0.35,0.17,0.14,0.19,0.21,,0.5,0.58,0.4,0.48,0.47,,0.29,0.3,0.72
a_0,0.1,0.15,0.12,0.1,0.17,,0.27,0.32,0.25,0.31,0.25,0.29,0.45,2.91,,0.37
e_0,,0.13,0.25,0.11,0.12,,0.34,0.23,0.28,0.44,0.29,,0.46,,2.7,0.35
g_0,0.17,0.19,0.37,0.2,0.22,0.16,0.31,,0.43,0.47,0.75,0.4,0.58,0.27,0.38,
