,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,8950.16,1845.77,1340.77,2263.21,4190.76,12612.08,1279541.08,3275071.64,5840608.52,5227081.94,6179663.27,2041127.1,41192324.65,25447981.0,75908039.97,50592097.72
e_1,1135.32,9467.15,1241.27,2330.94,3755.43,13057.01,1346357.38,3193057.71,5059778.03,11214609.79,8439160.11,11056934.0,42888694.47,41319732.98,86343064.21,17984447.42
d_1,1041.26,839.71,14597.33,1650.88,4399.96,19831.7,1363565.64,3856657.38,10805067.35,1246479.41,7820688.46,12141536.45,49209045.93,38461448.94,106459545.09,64315366.84
c_1,932.21,940.24,1365.05,22398.02,9793.72,13994.52,1185110.94,3545498.98,1053812.65,5529373.57,6033267.4,11866724.16,44683721.89,40731428.57,92387078.71,72368186.73
b_1,923.99,1188.26,1668.04,2002.98,65811.56,34008.39,980588.25,3600361.64,3351553.98,4261513.89,1903052.49,9649512.8,42041136.18,31863829.79,103265388.05,68044448.09
a_1,701.08,1053.42,1968.5,1695.88,5035.43,321906.59,1303697.87,2290430.39,4156126.98,4867185.29,8129310.18,10817034.28,55925864.43,12209204.11,132684830.79,92566237.77
h_1,2220.11,1457.01,2295.2,3342.43,8449.87,28594.12,8489902.45,8187919.21,8843740.25,9709487.93,14636936.81,19119252.8,33347145.46,51063594.47,231359832.08,121365269.17
g_1,1870.29,1343.17,3585.62,3608.11,7270.51,29043.63,2151559.68,29370997.5,7672683.64,6545286.46,15066403.39,22881155.53,60449681.02,69017751.48,52868656.84,155835878.17
c_0,1838.12,1765.46,2685.98,1503.29,7689.49,34818.24,3062795.48,6605285.96,26639620.67,6601155.2,27665337.1,24081329.14,76082148.61,57511248.07,241250825.92,170301938.24
d_0,1528.62,1720.8,692.82,7658.72,7479.52,32635.65,2247997.44,4969278.12,8551030.02,25726391.27,12009142.33,20420340.89,64036382.86,52881607.42,192019023.92,141467247.14
b_0,2049.46,1756.28,2669.66,3870.54,3166.39,17994.73,2896456.62,6613729.64,9383036.64,10352450.11,41507084.08,17272653.42,77955674.63,160209045.23,253712201.51,130173474.31
f_0,688.42,1380.75,2938.66,3513.86,10072.57,33799.57,2506663.0,7616823.47,11357811.99,11534446.42,15711507.13,63213715.51,82854793.94,76624817.52,186335829.13,346654179.14
h_0,2728.53,1547.81,2844.93,3375.06,6744.85,26957.14,910456.55,6355567.96,9415667.62,9232370.68,14542094.6,19289190.1,22648921.96,76664788.73,283644539.9,145940965.56
a_0,2192.16,1297.11,2739.32,3851.19,8506.49,,2908908.68,6345637.39,9163230.32,11237114.03,10499885.25,22557005.83,85133300.77,287712000.0,229752077.32,211553591.33
g_0,1341.59,1359.06,4368.93,3903.74,5748.38,37910.86,1984635.55,2803790.4,9706169.16,8624977.87,14736681.06,28738040.01,71359296.94,72757894.74,79619519.97,121190743.33
e_0,1913.63,792.47,2142.18,3839.89,11086.99,34763.01,2180022.8,6285675.35,10140242.71,10709859.41,15703640.7,23152352.03,98198724.25,91214076.25,219595772.82,638117242.37
