,d_1,e_1,f_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,g_0,a_0,e_0
d_1,0.45,57.95,30.37,41.44,31.11,31.08,9.73,4.95,6.98,,6.96,5.87,5.01,3.11,5.55,4.45
e_1,31.0,0.45,18.51,32.62,27.84,27.55,15.24,13.07,6.44,7.04,8.48,6.04,5.14,4.81,7.28,
f_1,40.22,34.86,0.44,31.97,26.6,36.46,8.26,9.15,7.42,5.78,7.48,,3.26,4.15,7.14,8.69
c_1,39.96,31.98,28.0,0.42,41.05,29.3,10.81,11.23,,3.93,5.69,8.7,5.18,5.74,5.69,9.67
b_1,34.28,38.34,47.16,26.11,0.39,38.71,7.45,8.89,9.9,8.31,,9.0,4.42,6.17,,6.54
a_1,60.09,33.85,57.41,45.39,27.42,0.33,15.63,8.32,13.47,9.78,15.24,8.85,7.31,5.38,,
h_1,18.62,21.49,15.24,14.52,17.39,27.49,0.37,5.71,2.95,3.05,5.5,4.04,,2.24,3.02,2.9
g_1,19.53,21.5,44.5,19.22,23.56,24.84,2.96,0.34,4.47,5.5,3.68,4.94,1.6,,,
c_0,7.61,16.6,16.41,,18.71,15.26,2.93,5.63,0.51,4.37,3.4,2.45,2.09,1.94,3.98,3.58
d_0,,9.12,13.9,15.14,14.07,18.71,5.07,5.08,3.67,0.48,2.28,3.18,2.07,2.49,4.93,2.84
b_0,15.32,15.65,18.67,33.57,,18.89,5.0,3.22,1.58,3.55,0.45,3.41,2.09,3.15,4.33,
f_0,20.03,18.49,,25.71,19.3,15.43,5.43,3.25,4.18,3.38,3.42,0.43,3.33,1.24,3.04,3.1
h_0,11.9,12.77,11.1,9.43,11.87,11.31,,5.71,2.37,2.4,2.76,2.18,,2.12,,2.33
g_0,11.35,13.75,21.14,14.56,14.35,14.75,2.54,,2.72,2.77,2.9,3.41,1.46,,,3.84
a_0,33.9,24.34,23.39,15.66,,,5.95,,3.7,3.82,2.01,3.39,,,0.36,
e_0,33.23,,21.72,15.35,24.01,,6.61,,3.47,4.91,,2.72,2.1,2.7,,0.34
