,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,g_0,a_0,e_0
e_1,102.93,63.49,82.12,119.47,130.62,417.42,9275.13,18693.44,31556.94,26166.22,50041.16,55655.51,108043.28,200218.43,176749.09,195556.91
f_1,90.2,109.81,78.12,99.15,109.44,343.34,8025.05,17403.34,21117.04,26190.43,47971.5,37036.14,83451.95,186381.98,162681.2,147079.2
d_1,54.1,66.89,135.82,70.38,117.76,379.0,8192.4,16201.61,15966.59,39845.7,52714.68,51791.42,102548.88,155124.68,160472.92,178206.11
c_1,47.53,56.73,82.39,146.96,168.04,380.68,7140.34,15548.55,15037.41,18385.58,31247.08,38867.76,90398.46,173081.29,142173.04,157942.93
b_1,47.99,56.1,68.01,69.54,185.75,532.59,6746.11,13382.57,15398.29,25151.37,31794.48,37419.88,89979.76,159543.82,116946.44,178656.08
a_1,31.82,40.81,44.76,55.42,61.65,500.35,5355.1,11149.15,11377.24,12436.36,26912.31,26012.11,62531.31,117834.32,77167.56,105717.38
h_1,15.12,20.17,21.92,25.38,30.36,97.23,3079.23,5452.85,4853.6,6701.9,12562.54,14906.96,22434.59,63285.13,45908.02,53498.03
g_1,11.27,12.62,23.34,18.48,24.43,81.97,1599.22,5498.93,3144.14,5812.81,9811.27,13886.76,20273.73,36082.8,37395.29,46835.49
d_0,10.21,14.31,14.44,29.71,24.97,78.52,1706.77,3615.13,5119.13,4379.05,9351.0,9867.91,22021.01,39687.85,33871.15,43770.38
c_0,11.71,12.79,14.53,17.02,18.59,75.13,1730.76,3219.02,4115.52,6667.19,15159.32,9789.85,19172.82,39290.83,35303.27,35895.09
b_0,8.84,10.85,13.58,17.55,18.54,57.86,1376.91,2735.91,2998.72,3496.71,9936.67,7452.44,16968.91,33111.49,44570.15,30412.01
f_0,7.46,9.17,14.05,15.89,18.88,74.39,1186.63,2549.95,3147.79,4432.59,7977.02,10533.99,17798.23,31831.91,28399.08,50640.56
h_0,7.23,11.41,10.67,11.69,14.23,46.28,1003.19,2641.48,2405.04,3427.21,5447.31,5757.4,11771.16,28209.63,19906.07,22481.79
g_0,5.38,6.81,12.83,9.97,11.56,37.07,819.4,1629.64,1833.08,2638.14,4792.37,6613.35,10259.97,17119.09,15700.33,18793.45
a_0,6.33,7.35,7.99,11.11,13.23,39.26,884.5,1594.98,2103.64,2942.56,4315.27,4991.59,11870.06,19956.56,25671.07,19709.48
e_0,4.48,7.08,9.05,10.63,11.08,45.01,916.54,1648.46,1918.93,2632.45,4829.85,4716.53,10886.46,20817.85,16830.95,28957.14
