,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.94,0.27,0.27,0.28,0.23,0.21,0.2,0.16,0.29,0.14,0.19,0.15,0.15,0.14,0.08,0.14
f_1,0.44,0.94,0.27,0.29,0.2,0.18,0.17,0.17,0.18,0.18,0.06,0.15,0.16,0.1,0.1,0.15
d_1,0.3,0.32,0.94,0.24,0.24,0.15,0.21,0.17,0.09,0.29,0.14,0.21,0.17,0.14,0.12,0.13
c_1,0.3,0.3,0.28,0.94,0.45,0.14,0.18,0.19,0.15,0.08,0.17,0.13,0.16,0.11,0.13,0.12
b_1,0.33,0.34,0.28,0.22,0.93,0.36,0.19,0.21,0.21,0.19,0.19,0.06,0.18,0.12,0.12,0.15
a_1,0.32,0.32,0.37,0.43,0.23,0.93,0.23,0.16,0.26,0.23,0.21,0.18,0.2,0.07,0.15,0.17
h_1,0.52,0.75,0.59,0.53,0.47,0.27,0.72,0.43,0.31,0.27,0.32,0.29,0.2,0.25,0.23,0.26
g_1,0.62,0.5,0.78,0.49,0.43,0.38,0.3,0.72,0.38,0.36,0.44,0.29,0.27,0.31,0.3,0.2
d_0,0.53,0.66,0.31,1.01,0.48,0.34,0.4,0.23,0.6,0.27,0.28,0.28,0.4,0.25,0.25,0.25
c_0,0.7,0.7,0.61,0.37,0.32,0.43,0.44,0.32,0.44,0.62,0.39,0.54,0.35,0.22,0.27,0.35
f_0,0.55,0.44,0.81,0.63,0.52,0.39,0.37,0.36,0.41,0.32,0.63,0.4,0.36,0.23,0.53,0.25
b_0,0.65,0.84,0.55,0.61,0.33,0.35,0.41,0.36,0.4,0.32,0.32,0.62,0.42,0.45,0.21,0.31
h_0,0.68,0.86,0.76,0.65,0.54,0.33,0.18,0.45,0.3,0.37,0.32,0.3,0.24,0.23,0.22,0.36
a_0,0.67,0.81,0.76,0.73,0.56,,0.45,0.31,0.43,0.45,0.43,0.36,0.47,0.58,0.31,0.22
e_0,0.28,0.95,0.78,0.67,0.68,0.31,0.53,0.4,0.42,0.48,0.3,0.47,0.41,0.25,0.62,0.34
g_0,0.68,0.55,1.08,0.67,0.46,0.42,0.5,0.27,0.4,0.32,0.59,0.37,0.39,0.33,0.33,0.21
