,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,110.37,86.02,80.08,128.12,145.84,461.88,10525.03,32153.79,20954.38,20806.23,32646.61,67905.73,154778.78,116569.35,213121.98,173356.66
f_1,97.6,125.98,80.25,97.36,127.87,361.94,9349.85,21228.61,18741.31,20354.93,31897.39,49857.71,125941.55,100486.98,202605.79,180238.8
d_1,76.3,89.78,126.5,95.74,126.86,414.51,10089.96,15092.81,29411.81,16733.94,37374.4,62990.56,134121.55,123279.87,187413.53,197073.14
c_1,59.13,77.85,77.5,148.64,187.95,402.26,9068.28,16288.32,14752.74,15913.06,24153.88,53411.23,134459.07,97417.77,198332.61,214339.83
b_1,56.04,67.05,76.56,77.46,189.43,608.0,9160.36,15256.42,16537.12,15954.52,23188.66,53777.06,111422.55,93910.01,169617.65,186255.68
a_1,37.18,53.73,47.7,63.52,72.1,478.72,7566.63,12512.52,12153.32,11779.76,21896.47,39905.21,86976.29,72190.6,122729.93,133455.98
h_1,17.55,25.91,23.57,26.17,32.17,87.62,3484.43,5044.73,5165.76,5985.65,7948.4,14954.05,28686.67,29564.07,59755.33,53193.74
d_0,12.91,17.32,16.53,31.43,33.35,83.63,2143.08,5027.02,3163.72,4381.69,6302.61,12894.25,30547.09,22054.77,44152.91,48959.01
c_0,15.38,18.27,17.58,20.17,27.16,87.12,2417.05,4523.83,5103.68,4567.54,10508.9,14376.65,27838.01,34511.71,43393.56,48212.25
g_1,14.87,17.84,21.37,20.96,26.98,79.56,2055.81,4099.74,4193.24,5667.76,6707.94,17171.07,22745.71,23975.91,38303.99,48790.07
b_0,14.28,16.31,14.79,19.79,22.57,67.61,1940.72,3560.08,3270.59,3861.86,7435.69,12142.99,28206.96,36217.51,37012.9,40293.17
f_0,9.5,13.36,12.85,16.37,21.67,62.21,1867.77,2874.86,3069.48,2662.46,4765.23,12088.06,20038.92,20880.23,30119.42,52265.41
h_0,8.6,12.71,10.67,11.5,17.15,44.24,1171.67,2428.21,2422.56,3023.85,3611.43,7924.24,15109.24,13891.13,28897.35,24104.99
a_0,9.13,11.06,10.33,12.69,16.55,42.9,1304.13,2219.86,2178.24,2636.37,3489.07,7067.43,16812.81,20296.26,26318.9,24855.82
g_0,7.18,8.44,12.06,10.5,15.18,37.29,986.17,1926.65,2276.76,1892.04,3466.86,8750.68,14319.4,13352.56,18545.04,22260.27
e_0,6.7,9.18,9.46,9.84,13.57,41.71,1201.58,1557.73,2127.05,2102.8,3277.17,5551.17,14567.36,12237.22,22653.43,29564.63
