,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.49,0.51,0.47,0.35,0.37,0.43,0.56,0.43,0.79,0.26,0.54,0.57,0.56,0.64,0.37,0.6
f_1,0.49,1.5,0.72,0.39,0.42,0.28,0.48,0.5,0.59,0.57,0.55,0.32,0.46,0.49,0.37,0.5
e_1,0.43,0.41,1.54,0.57,0.42,0.38,0.52,0.49,0.56,0.95,0.59,0.58,0.56,0.62,0.24,0.59
c_1,0.51,0.56,0.42,1.55,0.69,0.4,0.56,0.55,0.2,0.46,0.33,0.56,0.43,0.59,0.44,0.45
b_1,0.56,0.54,0.43,0.4,1.61,0.62,0.59,0.56,0.62,0.65,0.17,0.47,0.36,0.54,0.4,0.54
a_1,0.42,0.51,0.47,0.58,0.51,1.75,0.7,0.45,0.57,0.58,0.63,0.59,,0.63,0.64,0.73
h_1,0.85,1.05,0.7,0.63,0.52,0.42,1.68,0.94,0.9,0.76,0.9,0.74,0.64,0.58,0.79,0.97
g_1,1.11,0.71,0.66,0.7,0.58,0.65,0.82,1.76,0.75,0.83,1.05,1.05,0.74,0.93,0.96,0.55
c_0,0.77,0.72,0.9,0.59,0.57,0.6,0.85,0.91,1.53,0.97,1.59,0.83,0.98,0.93,0.89,1.03
d_0,0.53,0.78,0.64,1.42,0.69,0.59,0.88,0.86,0.64,1.44,0.88,0.78,0.95,0.98,0.75,0.76
b_0,0.96,0.96,0.67,1.04,0.48,0.4,0.93,0.8,0.7,0.94,1.54,0.79,1.14,0.9,0.79,0.74
f_0,0.88,0.37,0.71,0.73,0.78,0.7,1.15,0.9,1.12,0.95,1.06,1.6,0.82,1.0,1.66,1.01
a_0,0.78,0.9,0.71,1.13,0.78,,1.04,0.9,0.92,0.85,0.92,0.9,1.64,1.06,0.83,0.74
h_0,0.83,1.13,0.77,0.85,0.67,0.59,0.55,1.02,0.93,0.9,0.92,0.84,0.9,0.61,0.65,0.98
e_0,0.99,0.83,0.53,0.99,1.02,0.66,0.82,0.73,0.88,1.0,1.0,0.71,0.83,1.26,1.71,0.82
g_0,1.24,0.81,0.67,0.89,0.62,0.51,0.91,0.57,0.97,0.97,1.1,1.23,0.97,1.07,0.96,0.61
