,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.04,1.09,1.4,1.6,1.45,1.28,0.58,0.57,0.54,0.43,0.52,0.43,0.35,0.39,0.46,0.34
f_1,1.61,1.04,1.49,1.43,1.35,1.07,0.5,0.53,0.45,0.43,0.47,0.43,0.28,0.36,0.31,0.38
d_1,1.76,1.76,1.04,1.51,1.51,1.28,0.56,0.44,0.55,0.52,0.44,0.45,0.34,0.39,0.39,0.24
c_1,1.51,1.84,2.0,1.05,1.86,1.35,0.66,0.68,0.36,0.56,0.46,0.46,0.39,0.45,0.45,0.35
b_1,1.82,1.99,1.91,1.25,1.05,1.72,0.79,0.73,0.54,0.66,0.61,0.62,0.45,0.53,0.48,0.46
a_1,2.67,3.03,2.53,2.47,1.5,1.06,1.1,0.94,0.81,0.82,0.75,0.87,0.57,0.73,0.66,0.61
h_1,4.17,4.5,4.46,3.94,3.43,2.9,1.22,1.61,1.2,1.22,1.19,1.21,1.11,1.03,0.95,0.93
g_1,4.91,5.43,5.0,4.63,4.08,4.34,1.52,1.24,1.44,1.41,1.47,1.26,0.95,1.24,1.24,1.06
d_0,3.72,5.25,5.63,6.19,5.09,4.37,2.18,2.12,1.35,1.47,1.59,1.49,1.25,1.33,1.46,1.34
c_0,5.69,6.21,3.76,6.27,4.91,4.23,2.1,1.83,1.92,1.35,1.59,1.92,1.35,1.48,1.43,1.08
f_0,5.48,7.33,5.61,6.08,5.25,4.72,2.14,1.66,1.7,1.58,1.34,1.56,1.32,1.49,1.86,1.02
b_0,6.1,6.44,5.13,7.04,6.57,4.72,2.34,2.18,1.81,1.16,1.71,1.36,1.5,1.93,1.48,1.2
h_0,6.92,7.91,7.13,7.16,6.49,5.83,3.04,2.76,2.08,1.98,1.97,1.79,1.76,1.62,1.81,1.49
a_0,6.91,8.82,7.07,7.02,7.44,6.19,2.88,2.47,2.02,1.78,1.9,1.36,1.86,1.46,1.78,1.46
e_0,8.83,9.57,7.53,7.24,7.27,5.93,2.9,2.43,2.31,2.2,1.35,2.02,1.8,1.93,1.45,1.7
g_0,8.8,8.27,8.92,8.71,6.96,6.35,2.87,3.17,2.34,2.3,2.39,2.38,1.6,2.2,1.89,1.87
