,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.42,0.5,0.92,0.95,0.86,0.77,0.5,0.49,0.5,0.42,0.45,0.39,0.33,0.41,0.54,0.36
f_1,0.93,0.41,0.72,0.8,0.78,0.72,0.35,0.45,0.38,0.31,0.48,0.34,0.25,0.32,0.28,0.35
d_1,0.8,0.93,0.38,0.8,0.87,0.82,0.39,0.29,0.58,0.42,0.32,0.36,0.31,0.31,0.38,0.22
c_1,0.68,0.86,0.92,0.38,0.94,0.73,0.51,0.44,0.23,0.46,0.35,0.33,0.29,0.39,0.32,0.3
b_1,0.78,0.96,0.83,0.51,0.37,1.01,0.46,0.54,0.35,0.46,0.38,0.52,0.33,0.37,0.38,0.31
a_1,0.88,0.99,0.74,0.97,0.49,0.31,0.45,0.44,0.41,0.35,0.41,0.45,0.43,0.76,0.32,0.38
h_1,0.71,0.82,0.77,0.65,0.69,0.76,0.25,0.47,0.35,0.31,0.32,0.3,0.3,0.29,0.31,0.27
g_1,0.66,0.74,0.87,0.77,0.65,0.77,0.29,0.23,0.33,0.3,0.35,0.36,0.23,0.33,0.3,0.29
d_0,0.43,0.71,1.04,0.97,0.75,0.75,0.45,0.5,0.25,0.29,0.36,0.33,0.3,0.33,0.35,0.34
c_0,0.71,0.87,0.43,0.98,0.68,0.72,0.4,0.42,0.49,0.24,0.33,0.5,0.29,0.33,0.34,0.3
f_0,0.67,0.87,0.8,0.81,0.63,0.68,0.38,0.27,0.35,0.32,0.23,0.33,0.27,0.29,0.45,0.2
b_0,0.73,0.77,0.63,0.96,0.87,0.62,0.4,0.38,0.32,0.18,0.35,0.23,0.28,0.45,0.37,0.31
h_0,0.72,0.76,0.74,0.72,0.7,0.55,0.5,0.4,0.35,0.32,0.28,0.31,0.34,0.27,0.31,0.28
a_0,0.69,0.69,0.77,0.8,0.8,0.65,0.38,0.35,0.38,0.3,0.35,0.19,0.3,0.2,0.34,0.31
e_0,0.87,1.16,0.66,0.85,0.69,0.79,0.37,0.36,0.31,0.27,0.17,0.28,0.23,0.28,0.2,0.24
g_0,0.67,0.76,0.81,0.75,0.74,0.73,0.34,0.45,0.34,0.28,0.34,0.27,0.21,0.27,0.31,0.3
