,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,104.36,70.83,75.75,102.06,121.03,451.44,12841.86,27045.43,26415.03,29859.04,43117.63,50256.57,112154.7,137541.77,197259.39,154024.62
f_1,90.68,123.85,73.31,84.73,96.35,289.37,8673.61,19092.68,22940.28,26747.36,40169.87,31455.62,96424.39,115330.76,171601.28,109444.05
d_1,58.05,78.65,133.3,69.25,100.56,333.2,11042.34,15356.73,19993.51,40109.47,46858.58,41744.67,112822.61,121206.99,158406.87,180664.37
c_1,51.74,69.72,77.71,137.71,159.88,358.1,10361.27,13951.82,19236.91,17494.93,30178.08,33992.85,103427.92,102819.8,159332.19,164178.21
b_1,46.91,64.89,71.03,62.83,174.59,497.62,9785.69,13879.31,19136.36,24077.41,27283.94,39903.87,88438.3,83008.73,137951.3,163666.3
a_1,29.93,45.35,52.31,54.08,61.62,466.56,6699.9,10619.76,13980.71,17845.99,28133.16,27136.8,71396.27,73494.86,103223.94,103111.39
h_1,12.99,23.76,21.1,19.36,23.59,74.75,3827.7,4486.7,6787.73,6711.87,8658.17,10014.25,23012.94,30633.39,61845.72,40703.8
d_0,11.14,15.71,14.17,28.92,25.28,77.55,2101.87,4837.3,4587.33,4360.7,8083.05,8752.78,26335.38,23725.01,39707.16,33228.45
g_1,10.17,12.48,20.44,16.89,20.57,60.44,1859.34,3053.63,7027.92,5048.27,7472.76,11396.12,18856.7,24265.08,34206.92,36200.07
c_0,11.52,15.14,13.53,16.18,18.32,69.03,2049.17,3873.72,4683.3,6643.57,13182.01,8687.61,22991.91,27405.61,37600.62,33112.09
b_0,10.74,13.04,12.85,16.45,15.8,39.06,2099.02,2946.99,4381.31,3597.95,9242.99,7496.31,21084.7,34810.04,30008.77,25004.03
f_0,7.42,10.61,15.86,15.19,18.27,59.86,1827.22,2907.33,3650.18,4166.94,6377.6,9503.47,19200.1,18891.42,28956.11,53143.55
h_0,7.75,12.08,10.28,10.64,14.78,40.02,1158.29,1989.0,3651.79,3108.11,4900.23,5179.45,12339.55,14809.82,26503.3,21598.77
a_0,6.46,10.1,10.36,10.56,11.91,26.56,1418.17,2154.77,2882.46,3128.62,4318.3,5396.88,15581.8,21621.46,26467.81,18837.51
g_0,5.5,7.53,13.11,8.93,12.39,37.41,950.54,1527.36,2131.59,2979.13,4198.32,6191.83,11056.88,10528.65,18325.56,20262.75
e_0,5.08,10.12,9.38,8.94,10.94,33.27,1313.42,1703.05,2664.6,2897.99,4733.48,3758.31,12245.95,12524.83,20730.73,27526.44
