,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.0,1.21,0.86,0.93,0.88,0.8,0.61,0.75,0.55,0.62,0.61,0.52,0.56,0.51,0.42,0.53
e_1,0.82,1.0,1.0,1.18,0.9,0.86,0.73,0.75,0.65,0.92,0.69,0.68,0.6,0.62,0.65,0.59
d_1,1.15,1.01,1.0,1.01,0.85,0.79,0.7,0.55,0.85,0.62,0.67,0.58,0.56,0.55,0.56,0.46
c_1,1.08,0.85,0.99,1.0,1.43,0.78,0.73,0.68,0.65,0.46,0.56,0.63,0.57,0.61,0.55,0.63
b_1,1.13,1.1,1.18,0.7,1.0,1.19,0.87,0.76,0.78,0.68,0.67,0.7,0.58,0.62,0.63,0.54
a_1,1.25,1.18,1.27,1.29,0.83,1.0,0.88,0.73,0.73,0.74,0.83,0.73,0.9,0.76,0.81,0.77
h_1,1.6,1.35,1.43,1.35,1.17,1.17,1.0,1.06,0.78,0.91,0.91,0.89,0.84,0.93,0.7,0.95
g_1,1.34,1.38,1.86,1.41,1.3,1.34,0.92,1.0,1.1,0.97,0.94,1.15,0.81,0.83,0.93,0.85
c_0,1.75,1.51,1.14,1.56,1.29,1.32,1.29,0.92,1.0,1.21,1.42,0.97,0.98,0.92,0.93,0.99
d_0,1.51,1.08,1.67,2.19,1.52,1.37,1.07,1.09,0.78,1.0,0.87,1.02,0.9,0.92,0.95,0.82
b_0,1.55,1.52,1.44,1.84,1.51,1.35,1.15,1.1,0.71,1.14,1.0,0.99,1.3,1.1,1.08,0.93
f_0,1.92,1.51,1.72,1.55,1.41,1.35,1.17,0.87,0.99,0.95,1.04,1.0,0.89,0.98,1.27,0.71
a_0,1.78,1.67,1.72,1.77,1.73,1.15,1.21,1.16,1.03,1.17,0.76,1.07,1.0,1.19,1.04,0.92
h_0,1.95,1.62,1.81,1.66,1.68,1.3,1.09,1.19,1.09,1.04,0.89,1.03,0.85,1.0,0.89,1.07
e_0,2.43,1.71,1.81,1.72,1.68,1.12,1.41,1.0,1.15,1.07,1.03,0.8,1.04,1.17,1.0,0.91
g_0,1.88,1.68,2.17,1.72,1.95,1.3,1.05,1.12,1.06,1.16,1.04,1.38,1.07,0.95,1.12,1.0
