,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.27,0.53,0.63,0.35,0.43,0.34,0.78,1.89,1.1,0.74,1.18,1.01,1.29,0.76,0.38,1.05
f_1,0.94,2.3,0.44,0.49,0.33,0.35,0.82,0.95,0.86,0.58,0.89,0.31,1.04,0.75,0.69,0.85
c_1,0.43,0.5,2.37,0.49,0.83,0.32,0.83,0.98,0.31,0.69,0.64,0.88,1.28,0.78,0.77,1.04
d_1,0.45,0.56,0.35,2.41,0.41,0.32,0.93,0.54,1.92,0.91,1.38,1.08,1.32,1.01,0.88,1.28
b_1,0.4,0.55,0.48,0.43,2.64,0.84,0.81,0.88,0.8,0.68,0.22,0.8,1.11,0.55,0.89,1.1
a_1,0.45,0.61,0.57,0.52,0.36,2.99,0.88,1.09,1.12,0.75,1.02,0.95,1.19,0.34,0.77,1.01
h_1,0.57,0.79,0.55,0.59,0.46,0.45,3.06,1.11,1.17,1.27,0.97,1.13,0.76,1.03,1.16,1.72
d_0,0.6,0.57,1.23,0.29,0.47,0.43,1.06,2.41,0.93,0.82,1.36,1.22,1.65,1.02,1.01,1.3
c_0,0.66,0.61,0.39,0.79,0.34,0.51,0.97,1.47,2.54,0.99,2.42,1.22,1.51,1.1,1.0,1.58
g_1,0.5,0.45,0.57,0.93,0.51,0.41,1.13,1.14,1.19,3.45,1.12,2.1,1.22,1.16,1.17,0.75
b_0,0.71,0.62,0.66,0.67,0.27,0.37,1.15,1.53,1.19,0.94,2.67,1.17,1.71,1.97,0.88,1.57
f_0,0.52,0.28,0.73,0.57,0.62,0.56,1.26,1.43,1.33,1.09,1.23,2.92,1.44,1.15,1.93,1.5
h_0,0.53,0.85,0.64,0.65,0.61,0.39,0.69,1.51,1.25,1.18,1.24,1.0,0.97,0.99,0.99,1.8
a_0,0.71,0.58,0.64,0.62,0.41,0.25,1.23,1.46,1.33,1.17,1.26,1.57,1.77,2.98,1.02,1.47
e_0,0.37,0.76,0.59,0.75,0.5,0.51,1.27,1.41,1.24,1.18,1.31,1.3,1.52,1.44,2.99,1.27
g_0,0.54,0.52,0.59,1.11,0.5,0.36,1.09,1.02,1.18,0.56,1.14,1.76,1.59,1.04,1.26,1.02
