,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.31,1.15,1.3,1.82,3.06,14.17,24.93,27.56,29.95,33.05,42.27,63.76,76.41,75.6,122.92
e_1,0.76,1.0,1.18,1.35,2.05,3.71,20.64,26.95,45.42,35.72,37.39,59.7,85.35,81.37,101.76,135.78
d_1,0.87,0.85,1.0,1.08,1.57,3.27,13.89,17.68,27.12,33.47,30.61,38.8,63.42,66.57,85.46,86.34
c_1,0.76,0.74,0.92,1.0,1.96,2.34,13.04,18.11,15.68,18.93,20.65,33.89,55.33,58.58,64.54,84.69
b_1,0.56,0.49,0.64,0.51,1.0,3.52,11.19,13.92,18.07,18.36,23.14,28.71,42.55,40.07,49.08,70.71
a_1,0.33,0.27,0.31,0.43,0.28,1.0,5.0,6.93,8.52,9.07,11.83,12.42,22.32,24.73,27.08,30.99
h_1,0.07,0.05,0.07,0.07,0.09,0.19,1.0,1.87,1.91,1.7,2.12,2.62,4.81,4.21,5.69,8.8
g_1,0.04,0.04,0.05,0.06,0.07,0.14,0.53,1.0,1.1,1.11,1.41,2.44,2.86,3.15,3.52,4.66
d_0,0.03,0.02,0.03,0.06,0.06,0.11,0.53,0.94,1.0,0.89,1.16,1.39,2.5,2.73,3.35,4.25
c_0,0.03,0.03,0.03,0.05,0.05,0.1,0.6,0.92,1.16,1.0,1.73,1.58,2.92,3.12,2.71,4.37
b_0,0.03,0.03,0.03,0.05,0.04,0.08,0.49,0.71,0.84,0.6,1.0,1.3,2.2,3.48,2.64,3.62
f_0,0.02,0.02,0.03,0.03,0.04,0.07,0.37,0.42,0.78,0.63,0.74,1.0,1.77,1.73,2.64,2.04
h_0,0.02,0.01,0.02,0.02,0.02,0.04,0.2,0.36,0.42,0.33,0.44,0.55,1.0,1.01,1.02,1.81
a_0,0.01,0.01,0.01,0.02,0.03,0.04,0.23,0.33,0.39,0.34,0.31,0.63,1.01,1.0,1.3,1.56
e_0,0.01,0.01,0.01,0.02,0.02,0.03,0.18,0.27,0.31,0.37,0.39,0.37,0.99,0.83,1.0,1.25
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.11,0.21,0.24,0.23,0.29,0.48,0.52,0.63,0.79,1.0
