,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.24,0.88,0.93,0.94,0.67,0.41,0.36,0.45,0.35,0.35,0.35,0.29,0.28,0.26,0.3
e_1,0.81,1.0,0.88,1.13,0.97,0.77,0.55,0.43,0.49,0.59,0.39,0.43,0.39,0.35,0.33,0.34
d_1,1.14,1.13,1.0,0.81,0.9,0.71,0.52,0.6,0.35,0.53,0.45,0.46,0.37,0.35,0.37,0.26
c_1,1.07,0.88,1.23,1.0,1.31,0.59,0.51,0.34,0.45,0.29,0.34,0.4,0.36,0.35,0.31,0.32
b_1,1.08,1.01,1.12,0.76,1.0,1.31,0.54,0.49,0.5,0.44,0.45,0.39,0.4,0.32,0.35,0.37
a_1,1.49,1.31,1.39,1.69,0.78,1.0,0.73,0.68,0.63,0.54,0.71,0.51,0.5,0.54,0.45,0.49
h_1,2.44,1.89,1.94,1.95,1.75,1.38,1.0,0.83,1.07,0.93,0.96,0.82,0.73,0.6,0.59,0.77
c_0,2.71,2.33,1.62,2.86,1.85,1.59,1.2,1.0,0.8,1.0,1.28,0.95,0.77,0.84,0.78,0.69
g_1,2.28,2.02,2.9,2.25,2.11,1.59,0.96,1.19,1.0,0.92,0.78,1.14,0.71,0.94,0.73,0.79
d_0,2.71,1.75,1.99,3.57,2.23,1.89,1.1,0.98,1.1,1.0,0.93,0.83,0.78,0.79,0.68,0.81
b_0,2.69,2.59,2.21,2.93,2.36,1.48,0.96,0.81,1.29,1.07,1.0,0.95,0.89,1.28,0.89,0.94
f_0,3.0,2.26,2.21,2.51,2.55,1.87,1.3,1.1,0.87,1.09,1.08,1.0,0.98,0.86,1.27,0.6
h_0,3.38,2.78,2.71,2.79,2.49,2.07,1.28,1.31,1.43,1.25,1.12,1.01,1.0,0.93,0.9,1.22
a_0,3.43,2.8,2.87,2.7,3.07,2.23,1.63,1.21,1.11,1.18,0.81,1.11,1.09,1.0,0.97,0.98
e_0,3.87,3.18,2.72,2.95,2.95,2.15,1.6,1.25,1.36,1.39,1.17,0.76,1.1,1.0,1.0,1.07
g_0,3.26,2.87,3.8,3.27,2.62,2.13,1.29,1.45,1.3,1.17,1.15,1.7,0.8,1.07,0.89,0.99
