,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.85,1.11,1.73,1.72,3.91,25.52,28.81,39.94,29.39,41.54,51.91,72.47,99.82,95.17,137.49
f_1,1.16,1.0,1.15,1.31,1.61,4.1,19.53,28.92,25.18,23.28,39.07,33.77,56.1,65.1,76.27,132.12
d_1,0.9,0.87,1.0,1.08,1.37,3.82,18.02,19.28,25.7,33.76,36.86,36.95,54.81,59.15,81.55,79.87
c_1,0.58,0.77,0.92,1.0,1.8,3.18,17.02,19.52,14.33,15.89,22.65,32.19,47.72,49.95,65.26,80.95
b_1,0.58,0.63,0.74,0.56,1.0,3.92,13.09,15.0,15.23,19.58,25.0,25.51,38.44,38.04,44.74,69.25
a_1,0.25,0.24,0.27,0.31,0.26,1.0,6.45,6.45,7.33,7.59,10.4,12.51,16.61,19.84,25.86,26.59
h_1,0.04,0.05,0.05,0.06,0.07,0.16,1.0,1.31,1.01,1.14,1.64,1.99,2.44,2.74,3.69,5.56
g_1,0.04,0.04,0.05,0.05,0.07,0.15,0.76,1.0,1.05,1.14,1.67,2.12,2.28,3.02,3.46,4.86
d_0,0.02,0.04,0.04,0.07,0.07,0.14,0.99,0.99,1.0,0.74,1.28,1.69,2.36,3.02,3.12,5.19
c_0,0.03,0.04,0.03,0.06,0.05,0.13,0.89,0.94,1.33,1.0,1.91,1.74,2.34,3.37,3.23,4.78
b_0,0.02,0.03,0.03,0.05,0.04,0.09,0.63,0.62,0.78,0.49,1.0,1.01,1.78,2.73,2.2,3.79
f_0,0.02,0.03,0.03,0.03,0.04,0.08,0.48,0.47,0.61,0.57,0.93,1.0,1.54,1.85,2.98,2.13
h_0,0.01,0.02,0.02,0.02,0.03,0.06,0.42,0.43,0.42,0.42,0.55,0.64,1.01,1.18,1.38,2.34
a_0,0.01,0.02,0.02,0.02,0.03,0.05,0.36,0.33,0.32,0.3,0.38,0.53,0.83,1.0,1.32,1.48
e_0,0.01,0.01,0.01,0.02,0.02,0.04,0.28,0.29,0.32,0.31,0.43,0.34,0.74,0.76,1.0,1.31
g_0,0.01,0.01,0.01,0.01,0.01,0.04,0.18,0.21,0.2,0.22,0.27,0.46,0.42,0.65,0.76,1.01
