,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.56,0.95,0.87,0.79,0.68,0.47,0.44,0.5,0.38,0.38,0.45,0.33,0.36,0.65,0.36
f_1,0.8,0.4,0.84,0.78,0.83,0.77,0.33,0.35,0.47,0.32,0.38,0.47,0.24,0.31,0.3,0.35
c_1,0.62,0.8,0.4,1.0,0.96,0.79,0.5,0.23,0.46,0.48,0.33,0.35,0.31,0.37,0.32,0.34
d_1,0.87,0.89,0.76,0.39,0.82,0.8,0.4,0.6,0.32,0.38,0.35,0.33,0.31,0.35,0.34,0.21
b_1,0.92,0.89,0.5,0.75,0.37,1.01,0.48,0.36,0.48,0.43,0.57,0.36,0.34,0.42,0.37,0.28
a_1,1.02,0.83,0.98,0.82,0.47,0.31,0.51,0.4,0.47,0.38,0.43,0.36,0.38,0.57,0.3,0.33
h_1,0.7,0.81,0.72,0.66,0.76,0.69,0.23,0.31,0.41,0.29,0.3,0.33,0.31,0.3,0.27,0.32
d_0,0.48,0.71,0.81,0.92,0.78,0.81,0.44,0.25,0.41,0.3,0.3,0.32,0.29,0.27,0.39,0.34
g_1,0.71,0.74,0.8,0.72,0.7,0.68,0.28,0.38,0.22,0.3,0.33,0.35,0.23,0.34,0.36,0.38
c_0,0.79,0.75,1.18,0.46,0.74,0.62,0.4,0.42,0.36,0.24,0.43,0.33,0.3,0.29,0.39,0.3
b_0,0.67,0.75,0.95,0.65,0.92,0.62,0.42,0.32,0.37,0.19,0.23,0.31,0.28,0.39,0.36,0.26
f_0,0.62,1.0,0.67,0.65,0.76,0.75,0.39,0.35,0.26,0.34,0.33,0.23,0.27,0.3,0.39,0.21
h_0,0.7,0.83,0.71,0.69,0.65,0.56,0.51,0.34,0.39,0.29,0.34,0.32,0.33,0.28,0.31,0.29
a_0,0.74,0.84,0.74,0.65,0.78,0.81,0.38,0.32,0.42,0.32,0.2,0.32,0.28,0.2,0.32,0.23
e_0,0.85,1.04,0.75,0.69,0.65,0.68,0.46,0.28,0.33,0.26,0.24,0.18,0.3,0.3,0.19,0.25
g_0,0.7,0.78,0.69,0.77,0.77,0.64,0.3,0.33,0.42,0.31,0.31,0.31,0.21,0.33,0.29,0.3
