,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.09,1.5,2.48,2.69,2.46,2.07,0.66,0.53,0.74,0.52,0.5,0.65,0.33,0.47,0.37,0.65
f_1,2.33,1.09,2.21,2.52,2.45,2.08,0.54,0.5,0.76,0.46,0.52,0.6,0.26,0.43,0.43,0.46
d_1,2.6,2.57,1.08,2.89,2.48,2.6,0.64,0.85,0.47,0.48,0.47,0.5,0.32,0.44,0.24,0.46
c_1,2.38,2.8,3.52,1.09,2.54,2.5,0.84,0.33,0.82,0.77,0.6,0.55,0.38,0.5,0.38,0.43
b_1,3.31,3.59,3.7,1.76,1.1,2.98,0.99,0.58,1.0,1.05,1.08,0.65,0.5,0.67,0.52,0.68
a_1,4.36,5.01,5.05,3.67,2.29,1.11,1.16,1.07,1.26,1.0,1.17,0.97,0.74,1.5,0.65,0.74
h_1,10.17,9.85,9.46,9.45,9.07,9.0,1.54,2.17,2.87,1.86,2.04,1.91,1.91,1.75,1.45,1.87
d_0,8.31,10.79,17.21,11.33,13.09,10.49,3.53,1.77,3.92,2.69,2.34,2.51,1.8,2.36,1.94,2.52
g_1,13.16,12.73,10.32,13.19,12.33,10.65,2.77,2.85,1.54,2.32,2.47,2.3,1.39,2.17,2.01,2.02
c_0,12.8,13.21,7.17,19.67,12.91,13.39,3.5,4.18,2.95,1.75,2.8,2.86,1.9,2.2,1.83,2.8
b_0,12.17,12.0,11.17,16.9,18.45,14.33,3.82,2.91,3.76,1.66,1.75,2.69,1.82,2.11,1.96,2.32
f_0,14.05,17.04,14.44,13.71,12.55,11.76,3.63,2.82,2.53,2.55,2.67,1.75,1.73,2.41,1.26,2.67
h_0,19.1,17.29,17.65,19.42,17.4,15.3,6.51,3.96,5.4,3.41,3.62,3.76,3.31,3.06,2.64,3.48
a_0,23.87,22.18,19.03,20.71,27.22,26.09,5.8,4.23,6.17,3.78,2.64,4.83,3.23,2.17,2.86,4.33
g_0,21.65,22.18,20.9,22.82,24.33,19.76,4.51,4.77,7.69,4.2,4.09,4.14,2.51,4.06,3.1,4.55
e_0,28.0,25.74,22.71,21.87,19.5,19.02,6.11,4.71,5.27,4.09,4.18,2.5,3.14,3.72,2.35,2.1
