,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,9530.02,4438.62,3070.56,4643.9,5103.03,28639.52,3113184.16,5278832.76,10587873.41,9389911.03,18472563.16,8418995.21,93495704.98,69226138.3,170130332.28,446183559.4
e_1,2336.57,10931.81,3025.34,5602.5,6410.61,29424.38,3026313.45,7328587.42,21285466.22,9267141.75,17620915.32,30960017.32,110749146.42,76398891.36,95341480.71,423595082.36
d_1,2162.45,2059.84,16317.63,3156.7,6954.76,25533.9,3208999.18,11297467.9,4069214.71,20404764.14,19148226.31,36171633.66,118483390.03,89335092.59,224598906.05,588304693.6
c_1,2179.18,1968.18,3088.95,23356.1,13003.79,25653.94,3281656.67,7835955.0,10962072.18,3520511.64,14013051.21,25915293.83,103761841.52,80561404.6,217105388.16,414963491.46
b_1,2146.56,2396.48,2894.87,4503.46,38326.93,69902.49,2679659.49,8018992.79,9784664.43,9155650.29,7072359.26,28025121.34,79274153.7,60359042.38,173061624.13,412275880.0
a_1,2741.19,2194.65,3303.85,5322.51,4873.95,266464.64,3325492.57,7869274.61,13636291.98,12121148.42,19044904.0,30188444.38,135450347.0,37545417.1,199991253.1,320148379.52
h_1,3955.11,2622.77,4712.17,4051.02,7039.64,40537.49,10766489.02,11481739.68,13602430.82,12501656.07,17970499.06,31614640.31,78546867.89,84879903.35,207083966.15,781419636.68
g_1,2176.34,2231.05,6856.87,4941.03,8144.32,35681.73,3508824.28,34624966.14,11373563.86,12870085.42,22454316.99,57213558.36,148461885.87,95855310.79,198758257.07,383817850.97
d_0,2806.94,2781.04,1829.56,11034.78,7235.63,40746.58,3313777.38,10135165.08,26116090.97,8772586.54,20759115.05,34562069.54,167886435.19,96879718.69,268978116.92,607740896.45
c_0,3118.83,3025.32,4712.5,2617.74,6505.42,37936.47,3662596.06,9657091.25,13713468.62,29746126.78,43277477.13,39214655.83,140604889.47,123004586.65,234930254.02,665928854.62
b_0,3100.76,2520.41,4709.66,6167.05,4229.3,32980.42,4418766.68,9725457.44,12397804.33,16680682.19,49553125.61,37145831.5,150123706.55,222657657.73,323483748.64,657621017.59
f_0,1791.96,2266.0,4328.12,5009.92,9184.76,45183.21,4501631.15,10437945.16,13439691.69,15615641.77,24341364.78,95338088.0,173153221.37,96723610.79,557533755.01,714005339.44
h_0,3723.78,2761.79,4472.82,6626.86,7529.49,29928.8,2182598.13,13900287.95,12403852.04,13048207.99,21359833.55,33447556.28,70404814.51,104340173.87,331800576.15,795314273.8
a_0,2430.37,3024.07,4104.28,6675.7,8546.46,19597.11,4678055.49,8770951.47,12982110.05,13793491.93,23216009.44,43855810.7,138470215.51,269780449.56,268492913.96,665912969.29
e_0,3617.1,1595.48,3922.81,6106.19,6038.91,41660.15,4289805.76,12177602.69,14676996.64,14880843.82,24539867.25,38966435.84,156972521.48,105628324.17,812209667.79,548954296.73
g_0,1848.55,2677.53,7071.67,5368.31,8238.34,44131.86,3674325.34,7691117.49,10891876.45,14136265.19,20620227.12,60337863.99,108518699.06,72549980.55,266051195.37,312037179.2
