,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.18,0.37,0.64,0.78,0.75,0.76,0.2,0.22,0.16,0.13,0.17,0.13,0.1,0.14,0.24,0.11
f_1,0.6,0.17,0.69,0.61,0.63,0.58,0.15,0.22,0.14,0.14,0.25,0.15,0.07,0.13,0.12,0.12
d_1,0.73,0.71,0.15,0.68,0.76,0.63,0.17,0.11,0.24,0.13,0.12,0.12,0.09,0.11,0.13,0.05
c_1,0.57,0.7,0.82,0.14,0.63,0.54,0.19,0.24,0.07,0.26,0.12,0.13,0.09,0.13,0.13,0.08
b_1,0.66,0.7,0.69,0.36,0.13,0.62,0.22,0.23,0.13,0.18,0.16,0.28,0.11,0.17,0.13,0.11
a_1,0.69,0.86,0.62,0.83,0.34,0.09,0.22,0.2,0.15,0.14,0.15,0.17,0.1,0.23,0.12,0.13
h_1,0.51,0.55,0.58,0.56,0.43,0.47,0.06,0.15,0.11,0.11,0.11,0.13,0.12,0.1,0.09,0.08
g_1,0.53,0.59,0.48,0.61,0.49,0.73,0.1,0.05,0.12,0.11,0.1,0.1,0.06,0.11,0.12,0.09
d_0,0.28,0.54,0.88,0.57,0.55,0.59,0.17,0.2,0.07,0.11,0.11,0.11,0.08,0.11,0.1,0.1
c_0,0.57,0.66,0.26,1.08,0.53,0.54,0.15,0.14,0.14,0.06,0.11,0.14,0.1,0.12,0.1,0.08
f_0,0.48,0.89,0.48,0.55,0.5,0.52,0.13,0.09,0.1,0.09,0.05,0.1,0.08,0.1,0.1,0.06
b_0,0.49,0.62,0.44,0.7,0.82,0.46,0.15,0.14,0.11,0.05,0.09,0.05,0.08,0.1,0.1,0.07
h_0,0.44,0.58,0.47,0.48,0.53,0.53,0.24,0.14,0.11,0.1,0.1,0.09,0.11,0.09,0.1,0.07
a_0,0.46,0.82,0.53,0.51,0.58,0.84,0.15,0.12,0.09,0.09,0.09,0.06,0.08,0.04,0.09,0.07
e_0,0.73,0.7,0.5,0.47,0.52,0.61,0.14,0.11,0.12,0.1,0.05,0.09,0.07,0.09,0.04,0.07
g_0,0.64,0.54,0.52,0.54,0.48,0.47,0.12,0.22,0.1,0.09,0.09,0.09,0.06,0.1,0.08,0.1
