,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,14266.63,1563.75,1225.98,2019.88,1773.09,11926.98,1126400.45,4056889.47,5037854.95,12712348.49,8562754.79,9951838.06,36612603.91,81751403.9,19757496.89,93347357.58
f_1,2545.83,14345.08,1509.44,1414.53,2188.83,13165.34,1024480.25,2987177.71,5693092.44,6537906.32,7427398.64,2990748.2,43460395.09,62250281.75,57176564.35,78164637.24
d_1,1207.63,1452.06,16399.68,1483.59,2403.38,12264.4,1180329.28,3512039.81,11366864.97,1266770.08,9817069.72,11870723.14,30466911.87,60776147.62,55983104.75,113709116.14
c_1,1357.93,1144.83,1772.01,18556.87,4487.56,12342.47,992175.69,2944786.18,812610.8,6719560.96,5676327.19,12388989.38,27015963.29,49242578.51,76428251.79,90905570.25
b_1,1293.39,1525.73,1603.74,1571.63,27039.89,23077.02,870630.58,3589935.03,4950105.58,6053659.26,2687468.48,11379082.47,30338418.8,76356790.41,84919262.3,98034244.3
a_1,1393.4,1223.67,1601.98,1831.79,2343.73,227721.8,1141784.48,4144275.98,4685660.17,6860031.26,6926425.29,12241741.41,6646726.42,62164723.0,62051918.22,106912422.73
h_1,1894.79,3251.07,2870.62,3471.54,3578.27,19186.98,6591620.95,6927623.68,8946151.52,11955576.6,16201133.48,18194752.14,55844918.16,51015329.15,105925491.33,245418575.18
g_1,1869.77,2033.07,4020.12,3840.03,3795.77,13351.49,1922364.41,31456076.34,8070708.71,10432656.12,14075739.09,31637235.84,57980305.54,118495461.47,118016537.31,64337011.12
c_0,2468.39,2998.1,3301.2,1547.17,3793.18,17107.66,1648889.01,7343703.26,27235216.42,10540374.11,27793343.68,22944704.4,94183172.98,146605213.24,131831182.14,228437887.32
d_0,2532.03,3299.11,545.82,6066.86,3620.1,21753.16,1786873.18,5353791.7,6896103.45,33700860.98,12525739.49,18439056.83,43965063.1,94592086.67,93675165.2,134387502.91
b_0,2124.16,3617.56,2949.57,3497.2,946.58,17844.73,1658932.08,6719554.89,12469519.46,11082450.5,45082512.26,21915622.97,152865287.64,155701929.21,116024892.45,208026369.3
f_0,2398.65,937.59,3102.4,3487.54,4458.21,24243.76,1825877.19,7524636.83,9965311.3,10539594.79,17380025.35,67647573.21,54031101.17,111056343.69,288639621.53,183323432.8
a_0,2443.14,2787.69,2946.98,4292.25,3359.39,9715.46,2012184.28,6356050.35,9229436.63,14078816.74,15384282.44,16121240.48,274264537.76,122447072.72,123530700.3,261209487.13
h_0,2576.75,3792.35,2719.63,2870.77,3301.53,18444.2,868183.2,9198027.07,10857345.07,12491807.26,13865521.6,16555426.85,64703650.71,34769376.12,94753662.16,228143784.23
e_0,834.21,2524.5,3569.93,2422.8,5035.81,26231.75,1658092.11,8039031.12,13555101.16,12929525.58,18449151.17,19145488.23,81428728.83,149863106.86,515459922.18,226692519.19
g_0,1791.84,2283.14,4065.89,3635.97,3865.21,22113.97,1507542.93,3654557.07,9194351.56,9208528.39,12843273.84,33964118.95,46735331.84,121981598.61,171878736.02,76882152.83
