,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.24,0.25,0.27,0.2,0.17,0.13,0.35,0.89,0.33,0.43,0.54,0.53,0.56,0.42,0.11,0.47
f_1,0.41,2.28,0.19,0.24,0.2,0.14,0.35,0.46,0.36,0.42,0.44,0.14,0.54,0.37,0.26,0.56
c_1,0.21,0.27,2.35,0.19,0.42,0.14,0.41,0.45,0.32,0.08,0.29,0.4,0.54,0.36,0.39,0.51
d_1,0.22,0.22,0.13,2.39,0.22,0.16,0.4,0.11,0.48,1.04,0.51,0.49,0.63,0.48,0.38,0.52
b_1,0.2,0.19,0.24,0.22,2.55,0.38,0.41,0.46,0.33,0.41,0.1,0.42,0.63,0.32,0.39,0.51
a_1,0.23,0.24,0.29,0.19,0.18,3.03,0.45,0.49,0.28,0.41,0.56,0.42,0.57,0.05,0.46,0.55
h_1,0.32,0.6,0.46,0.4,0.29,0.28,2.9,0.56,0.79,0.69,0.72,0.56,0.46,0.67,0.78,1.17
d_0,0.43,0.4,0.77,0.12,0.33,0.35,0.9,2.28,0.5,0.63,0.81,0.78,0.91,0.51,0.66,0.56
g_1,0.41,0.37,0.34,0.66,0.28,0.24,0.53,0.68,3.21,0.79,0.82,1.14,0.8,0.66,0.76,0.45
c_0,0.56,0.44,0.15,0.44,0.23,0.36,0.7,0.85,0.55,2.31,1.53,0.68,0.97,0.73,0.58,0.9
b_0,0.54,0.37,0.48,0.45,0.11,0.18,0.85,0.82,0.55,0.84,2.46,0.94,1.02,1.2,0.86,1.01
f_0,0.39,0.21,0.37,0.44,0.4,0.33,0.89,0.91,0.8,1.0,0.87,2.57,1.0,0.77,1.52,0.99
h_0,0.33,0.67,0.4,0.39,0.27,0.25,0.35,0.69,0.86,0.81,0.84,0.8,0.57,0.71,0.72,1.23
a_0,0.47,0.37,0.43,0.54,0.33,,0.54,0.96,0.58,0.88,0.8,0.59,1.1,2.75,0.99,0.85
e_0,0.16,0.52,0.5,0.34,0.3,0.38,1.03,0.96,0.55,0.97,0.84,0.76,1.24,0.73,2.84,1.03
g_0,0.32,0.4,0.51,0.6,0.26,0.27,0.56,0.77,0.34,0.66,0.96,1.09,1.4,0.77,0.77,0.5
