,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.52,0.78,0.68,0.59,0.55,0.49,0.83,0.64,1.33,0.53,0.89,0.78,0.81,0.82,0.8,0.84
f_1,0.67,1.52,1.05,0.69,0.58,0.56,0.64,0.75,0.65,0.69,0.68,0.45,0.61,0.82,0.44,0.67
e_1,0.63,0.66,1.54,0.88,0.65,0.52,0.87,0.68,0.84,1.41,0.88,0.84,0.7,0.73,0.51,0.81
c_1,0.71,0.64,0.58,1.56,1.1,0.48,0.91,0.7,0.45,0.63,0.76,0.79,0.7,0.95,0.7,0.76
b_1,0.73,0.8,0.67,0.61,1.59,0.94,0.73,0.78,0.68,0.88,0.44,0.78,0.59,0.94,0.76,0.9
a_1,0.92,0.82,0.69,0.8,0.59,1.77,0.86,0.94,0.99,0.75,0.74,0.83,0.43,1.08,0.68,0.76
h_1,1.0,1.18,0.79,0.79,0.85,0.68,1.73,1.22,0.99,0.93,1.04,1.03,0.88,0.89,1.05,1.33
g_1,1.34,0.78,1.04,0.87,0.85,0.61,0.94,1.79,1.1,0.91,1.07,1.48,0.87,0.87,1.1,0.64
c_0,0.85,1.13,0.92,0.73,0.88,0.74,1.23,1.07,1.6,1.28,1.74,1.1,1.2,1.09,0.99,1.09
d_0,0.68,0.95,0.78,1.64,0.78,0.79,1.03,0.94,0.89,1.64,1.05,1.13,0.88,1.11,0.98,1.21
b_0,0.89,1.15,0.86,1.03,0.6,0.66,1.19,1.09,1.0,1.23,1.69,1.3,1.72,1.36,1.25,1.42
f_0,1.15,0.77,0.88,0.98,0.97,0.74,1.15,0.93,1.15,1.09,1.07,1.64,1.01,1.3,1.51,1.06
a_0,0.95,1.13,0.97,1.02,1.07,0.63,1.2,1.07,1.07,1.17,0.86,1.2,1.72,1.42,0.92,1.27
h_0,1.09,1.39,1.08,0.85,0.87,0.63,0.79,1.45,1.33,1.25,1.02,0.96,1.06,0.89,0.98,1.35
e_0,1.06,1.34,0.74,0.99,0.9,0.84,1.36,1.12,1.2,1.11,1.01,1.05,1.37,1.29,1.71,1.28
g_0,1.34,0.93,0.86,1.09,0.84,0.84,1.14,0.85,1.32,1.08,0.95,1.52,0.99,1.07,1.09,1.04
