,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.16,0.27,0.5,0.52,0.47,0.41,0.15,0.16,0.1,0.1,0.1,0.11,0.1,0.06,0.14,0.08
f_1,0.39,0.16,0.42,0.56,0.39,0.44,0.1,0.15,0.09,0.09,0.09,0.12,0.09,0.05,0.09,0.07
d_1,0.59,0.5,0.15,0.43,0.43,0.38,0.13,0.08,0.09,0.18,0.08,0.09,0.09,0.06,0.08,0.04
c_1,0.36,0.45,0.6,0.15,0.51,0.36,0.12,0.12,0.14,0.05,0.1,0.1,0.08,0.07,0.09,0.07
b_1,0.48,0.57,0.46,0.24,0.14,0.48,0.14,0.13,0.13,0.1,0.19,0.09,0.1,0.07,0.09,0.07
a_1,0.54,0.44,0.46,0.46,0.25,0.09,0.14,0.15,0.11,0.11,0.12,0.1,0.16,0.08,0.08,0.07
h_1,0.37,0.41,0.36,0.39,0.4,0.38,0.06,0.1,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.06
g_1,0.37,0.42,0.39,0.43,0.42,0.4,0.09,0.05,0.08,0.09,0.08,0.09,0.08,0.05,0.09,0.07
c_0,0.45,0.44,0.23,0.68,0.39,0.47,0.12,0.12,0.05,0.13,0.08,0.08,0.09,0.06,0.07,0.05
d_0,0.24,0.36,0.62,0.44,0.44,0.39,0.14,0.16,0.09,0.05,0.1,0.1,0.08,0.06,0.09,0.07
b_0,0.41,0.39,0.32,0.69,0.47,0.32,0.11,0.12,0.04,0.09,0.05,0.08,0.09,0.06,0.07,0.06
f_0,0.42,0.63,0.36,0.41,0.42,0.42,0.12,0.06,0.08,0.07,0.08,0.05,0.07,0.07,0.07,0.03
a_0,0.34,0.34,0.37,0.53,0.45,0.54,0.11,0.12,0.06,0.09,0.04,0.1,0.04,0.06,0.07,0.08
h_0,0.38,0.41,0.38,0.38,0.39,0.33,0.14,0.12,0.08,0.09,0.07,0.08,0.08,0.08,0.07,0.05
e_0,0.52,0.51,0.35,0.38,0.36,0.4,0.14,0.1,0.08,0.09,0.09,0.04,0.08,0.06,0.03,0.04
g_0,0.43,0.47,0.35,0.4,0.38,0.37,0.08,0.12,0.07,0.09,0.08,0.07,0.07,0.05,0.07,0.07
