,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.4,1.41,1.38,1.79,1.52,1.47,2.9,2.95,5.12,2.96,3.47,3.36,4.34,3.68,3.09,3.71
f_1,2.16,2.43,1.39,1.49,1.4,1.27,2.61,2.68,3.17,2.57,2.4,2.9,3.55,2.63,2.45,4.29
d_1,1.55,1.52,2.56,1.33,1.42,1.47,2.57,2.66,2.7,5.12,3.39,3.74,4.02,3.25,3.45,3.47
c_1,1.29,1.51,1.49,2.68,2.36,1.37,2.79,2.91,2.63,2.2,2.84,2.51,3.99,3.26,3.5,3.9
b_1,1.33,1.54,1.4,1.3,2.78,2.49,3.2,3.12,3.08,3.54,3.57,2.78,4.0,3.28,3.51,4.25
a_1,1.38,1.71,1.54,1.64,1.33,3.41,3.11,2.41,3.15,3.11,3.1,3.6,3.97,2.64,3.09,4.44
h_1,1.5,1.82,1.7,1.57,1.43,1.32,4.15,3.86,3.11,3.2,3.5,3.33,3.49,3.44,3.53,4.76
g_1,1.43,1.48,2.07,1.47,1.35,1.59,2.77,4.53,3.14,3.3,4.75,3.16,3.97,3.76,4.42,3.64
d_0,1.21,1.58,1.36,2.43,1.68,1.52,3.16,2.83,4.19,2.79,3.39,3.29,4.29,3.7,3.71,4.58
c_0,1.66,1.7,1.44,1.39,1.34,1.51,2.99,3.1,3.59,4.36,3.78,5.97,4.62,4.31,3.91,4.78
f_0,1.27,1.51,1.68,1.83,1.54,1.65,3.06,2.9,3.5,3.38,4.61,3.81,4.56,3.85,6.31,4.52
b_0,1.61,1.6,1.69,1.65,1.44,1.24,2.96,3.19,3.17,2.58,3.54,4.62,4.76,6.21,4.17,4.5
h_0,1.47,1.89,1.73,1.6,1.45,1.6,2.46,3.52,3.35,2.96,3.35,3.17,3.61,3.06,3.79,5.0
a_0,1.53,1.77,1.63,1.5,1.54,1.41,3.1,2.93,3.15,3.02,3.46,2.84,4.55,4.99,4.0,4.27
e_0,1.23,1.92,1.7,1.54,1.57,1.38,3.15,2.96,3.42,3.6,2.68,3.51,4.37,4.02,5.19,4.7
g_0,1.35,1.32,2.29,1.73,1.41,1.39,2.77,2.99,3.05,3.44,4.3,3.76,4.06,3.61,3.44,3.81
